Id,Label,movies_credited,degree,weighted_degree
Liza Minnelli,Liza Minnelli,3,6,6
Elton John,Elton John,3,6,6
Frank Welker,Frank Welker,8,16,16
Rosie Perez,Rosie Perez,5,10,10
Drake,Drake,1,2,2
Derek Jacobi,Derek Jacobi,8,14,16
AJ Michalka,AJ Michalka,3,4,6
Michael Imperioli,Michael Imperioli,5,8,10
Alexander Gould,Alexander Gould,3,6,6
Bernard Hill,Bernard Hill,5,10,10
Olivia Williams,Olivia Williams,11,22,22
Chris Barrie,Chris Barrie,1,2,2
Alessandro Nivola,Alessandro Nivola,4,8,8
Michael Jeter,Michael Jeter,7,14,14
Trevor Morgan,Trevor Morgan,4,8,8
David Oyelowo,David Oyelowo,11,20,22
Joan Plowright,Joan Plowright,4,8,8
Tod Fennell,Tod Fennell,1,2,2
Cole Hauser,Cole Hauser,11,20,22
Megalyn Echikunwoke,Megalyn Echikunwoke,3,6,6
Craig T. Nelson,Craig T. Nelson,10,18,20
Holly Hunter,Holly Hunter,13,24,26
Lou Romano,Lou Romano,1,2,2
Christopher Masterson,Christopher Masterson,2,4,4
Matthew Modine,Matthew Modine,2,4,4
Linda Fiorentino,Linda Fiorentino,3,6,6
Ethan Suplee,Ethan Suplee,10,17,20
Harris Yulin,Harris Yulin,2,4,4
John Lone,John Lone,1,2,2
Mei Melançon,Mei Melançon,1,2,2
Amber Valletta,Amber Valletta,7,14,14
Miranda Otto,Miranda Otto,5,10,10
Al Roker,Al Roker,1,2,2
Will Forte,Will Forte,9,16,18
Denis Leary,Denis Leary,5,10,10
Kelly Keaton,Kelly Keaton,1,2,2
Maile Flanagan,Maile Flanagan,1,2,2
Adrian Martinez,Adrian Martinez,5,10,10
Joey Slotnick,Joey Slotnick,3,6,6
Kelly Lynch,Kelly Lynch,3,6,6
LL Cool J,LL Cool J,10,20,20
Harvey Fierstein,Harvey Fierstein,4,8,8
June Foray,June Foray,1,2,2
Brandon T. Jackson,Brandon T. Jackson,5,9,10
Goran Visnjic,Goran Visnjic,6,12,12
Joely Richardson,Joely Richardson,5,10,10
Aldis Hodge,Aldis Hodge,2,4,4
Kevin Chamberlin,Kevin Chamberlin,3,6,6
Robert Maillet,Robert Maillet,2,4,4
Cree Summer,Cree Summer,4,7,8
Jim Varney,Jim Varney,2,4,4
Bella Thorne,Bella Thorne,5,10,10
Jesse McCartney,Jesse McCartney,5,9,10
Joshua Mikel,Joshua Mikel,3,4,6
Adam Sandler,Adam Sandler,24,37,48
Kevin Nealon,Kevin Nealon,6,10,12
Sayed Badreya,Sayed Badreya,2,4,4
Haley Joel Osment,Haley Joel Osment,9,17,18
Kevin Sussman,Kevin Sussman,7,14,14
Marc John Jefferies,Marc John Jefferies,3,6,6
Marsha Thomason,Marsha Thomason,3,6,6
Rachael Harris,Rachael Harris,5,8,10
Larry King,Larry King,3,6,6
Tom Skerritt,Tom Skerritt,10,20,20
Greg Grunberg,Greg Grunberg,4,8,8
Kim Dickens,Kim Dickens,4,8,8
Curtiss Cook,Curtiss Cook,4,8,8
George Harris,George Harris,2,4,4
Michael Wright,Michael Wright,1,2,2
Leven Rambin,Leven Rambin,3,6,6
Sanaa Lathan,Sanaa Lathan,8,15,16
Alun Armstrong,Alun Armstrong,4,8,8
Michael Byrne,Michael Byrne,2,4,4
Velibor Topic,Velibor Topic,1,2,2
Catherine McCormack,Catherine McCormack,6,12,12
Stephen Dillane,Stephen Dillane,6,12,12
Kim Delaney,Kim Delaney,1,2,2
Wanda Sykes,Wanda Sykes,5,10,10
Will.i.am,Will.i.am,1,2,2
Anne Heche,Anne Heche,9,18,18
Gaby Hoffmann,Gaby Hoffmann,6,12,12
Natascha McElhone,Natascha McElhone,4,8,8
Christian Camargo,Christian Camargo,2,4,4
Lex Shrapnel,Lex Shrapnel,1,2,2
Sandahl Bergman,Sandahl Bergman,3,4,6
William Smith,William Smith,5,8,10
Bruce McGill,Bruce McGill,16,32,32
Paddy Considine,Paddy Considine,7,14,14
Rosemarie DeWitt,Rosemarie DeWitt,5,8,10
Richard E. Grant,Richard E. Grant,6,12,12
Shirley Henderson,Shirley Henderson,11,20,22
Michael Angarano,Michael Angarano,13,26,26
Alan Ruck,Alan Ruck,8,16,16
Jami Gertz,Jami Gertz,3,6,6
Nick Searcy,Nick Searcy,2,4,4
Paul Sanchez,Paul Sanchez,2,4,4
Elizabeth Daily,Elizabeth Daily,6,11,12
Joan Allen,Joan Allen,11,21,22
Oksana Akinshina,Oksana Akinshina,2,4,4
Dean Stockwell,Dean Stockwell,5,10,10
Elliott Gould,Elliott Gould,2,4,4
Fred Tatasciore,Fred Tatasciore,1,2,2
Jeff Bennett,Jeff Bennett,1,2,2
Teala Dunn,Teala Dunn,1,2,2
Caroline Dhavernas,Caroline Dhavernas,4,8,8
Hettienne Park,Hettienne Park,1,2,2
Scott Thompson,Scott Thompson,1,2,2
Jim Carter,Jim Carter,3,6,6
Gabourey Sidibe,Gabourey Sidibe,5,8,10
Sarah Parish,Sarah Parish,1,2,2
Lisa Bonet,Lisa Bonet,2,4,4
Hunter Parrish,Hunter Parrish,6,12,12
Meryl Streep,Meryl Streep,26,49,52
Zoe Kazan,Zoe Kazan,5,10,10
Al Pacino,Al Pacino,21,39,42
Debra Messing,Debra Messing,7,14,14
Jane Krakowski,Jane Krakowski,6,12,12
Bob Hoskins,Bob Hoskins,16,32,32
Clemens Schick,Clemens Schick,2,4,4
Gabriel Thomson,Gabriel Thomson,1,2,2
F. Murray Abraham,F. Murray Abraham,8,16,16
Tom Noonan,Tom Noonan,5,10,10
Karl Yune,Karl Yune,1,2,2
Li Gong,Li Gong,6,12,12
Amber Stevens West,Amber Stevens West,2,4,4
Nikki Griffin,Nikki Griffin,1,2,2
Zachery Ty Bryan,Zachery Ty Bryan,1,2,2
Imelda Staunton,Imelda Staunton,8,15,16
Michael Palin,Michael Palin,3,6,6
Jsu Garcia,Jsu Garcia,1,2,2
Raymond Cruz,Raymond Cruz,5,10,10
Rick Worthy,Rick Worthy,1,2,2
Ben Vereen,Ben Vereen,2,4,4
Max Wright,Max Wright,1,2,2
Roy Scheider,Roy Scheider,6,9,12
Anna Kendrick,Anna Kendrick,15,26,30
Ellen Wong,Ellen Wong,1,2,2
Kieran Culkin,Kieran Culkin,8,16,16
Rekha Sharma,Rekha Sharma,1,2,2
Tchéky Karyo,Tchéky Karyo,4,8,8
Chris Elliott,Chris Elliott,4,8,8
Janet Jackson,Janet Jackson,2,4,4
Larry Miller,Larry Miller,10,20,20
Linda Cardellini,Linda Cardellini,7,13,14
Miguel A. Núñez Jr.,Miguel A. Núñez Jr.,1,2,2
Sarah Michelle Gellar,Sarah Michelle Gellar,12,23,24
Jason Cope,Jason Cope,4,6,8
Rakie Ayola,Rakie Ayola,2,2,4
Wood Harris,Wood Harris,3,4,6
Cameron Monaghan,Cameron Monaghan,2,4,4
Julie Kavner,Julie Kavner,3,6,6
Adrienne Barbeau,Adrienne Barbeau,4,6,8
Hal Holbrook,Hal Holbrook,11,18,22
Ted Danson,Ted Danson,6,10,12
Katt Williams,Katt Williams,2,4,4
Tom Hulce,Tom Hulce,2,4,4
Brian Steele,Brian Steele,2,4,4
Iván Kamarás,Iván Kamarás,1,2,2
Seth MacFarlane,Seth MacFarlane,5,9,10
Anthony Edwards,Anthony Edwards,3,6,6
Michael Rapaport,Michael Rapaport,16,32,32
Vanessa Redgrave,Vanessa Redgrave,11,22,22
Anthony Reynolds,Anthony Reynolds,2,4,4
Mason Lee,Mason Lee,1,2,2
Mike Tyson,Mike Tyson,3,6,6
Andrew Bryniarski,Andrew Bryniarski,2,4,4
David Ogden Stiers,David Ogden Stiers,4,8,8
Jason Scott Lee,Jason Scott Lee,4,8,8
Garrick Hagon,Garrick Hagon,1,2,2
Dalip Singh,Dalip Singh,1,2,2
Steve Reevis,Steve Reevis,1,2,2
Lauren Gottlieb,Lauren Gottlieb,2,4,4
Paul Michael Glaser,Paul Michael Glaser,2,4,4
Joseph Sikora,Joseph Sikora,2,4,4
Nellie Sciutto,Nellie Sciutto,1,2,2
Katy Mixon,Katy Mixon,5,10,10
Drew Carey,Drew Carey,1,2,2
Paula Abdul,Paula Abdul,1,2,2
Carmen Electra,Carmen Electra,9,17,18
Kathryn Joosten,Kathryn Joosten,1,2,2
Jennifer Jason Leigh,Jennifer Jason Leigh,15,27,30
Liam Aiken,Liam Aiken,6,12,12
Bailee Madison,Bailee Madison,5,10,10
Charlie Cox,Charlie Cox,1,2,2
Elden Henson,Elden Henson,7,14,14
Royce Johnson,Royce Johnson,1,2,2
Dave Chappelle,Dave Chappelle,10,19,20
Monica Potter,Monica Potter,8,13,16
Cameron Boyce,Cameron Boyce,2,4,4
Ethan Embry,Ethan Embry,11,22,22
Jodi Benson,Jodi Benson,1,2,2
Sam Lloyd,Sam Lloyd,1,2,2
Lili Taylor,Lili Taylor,9,18,18
Virginia Madsen,Virginia Madsen,12,24,24
Michael Jordan,Michael Jordan,2,3,4
Henry Czerny,Henry Czerny,3,6,6
Roger Rees,Roger Rees,7,14,14
William Abadie,William Abadie,1,2,2
Juan Riedinger,Juan Riedinger,2,2,4
Alex McArthur,Alex McArthur,1,2,2
Michael Potts,Michael Potts,1,2,2
Jim Parrack,Jim Parrack,2,4,4
Josh Robert Thompson,Josh Robert Thompson,1,2,2
Tom Cavanagh,Tom Cavanagh,2,4,4
Charles Napier,Charles Napier,5,10,10
Zahn McClarnon,Zahn McClarnon,1,2,2
Leslie Bibb,Leslie Bibb,9,18,18
Nicholas Turturro,Nicholas Turturro,4,8,8
June Lockhart,June Lockhart,2,4,4
Dorian Missick,Dorian Missick,9,16,18
Jose Pablo Cantillo,Jose Pablo Cantillo,6,10,12
Michael Brandon,Michael Brandon,1,2,2
Fran Drescher,Fran Drescher,2,4,4
Agnes Moorehead,Agnes Moorehead,2,4,4
Dick York,Dick York,1,2,2
Elizabeth Montgomery,Elizabeth Montgomery,1,2,2
Penn Jillette,Penn Jillette,1,2,2
Quincy Jones,Quincy Jones,1,2,2
Russi Taylor,Russi Taylor,1,2,2
Alan Young,Alan Young,1,2,2
Josh Stamberg,Josh Stamberg,1,2,2
David Paymer,David Paymer,4,8,8
Mika Boorem,Mika Boorem,3,6,6
Adrian Alonso,Adrian Alonso,1,2,2
Michael Emerson,Michael Emerson,3,6,6
Nick Chinlund,Nick Chinlund,4,8,8
Annabella Sciorra,Annabella Sciorra,4,6,8
Rosalind Chao,Rosalind Chao,1,2,2
Michael McKean,Michael McKean,9,18,18
Julie-Marie Parmentier,Julie-Marie Parmentier,1,2,2
Nissim Renard,Nissim Renard,1,2,2
Roxane Duran,Roxane Duran,1,2,2
Bart the Bear,Bart the Bear,1,2,2
Harold Perrineau,Harold Perrineau,11,19,22
Boris Kodjoe,Boris Kodjoe,8,15,16
Devin Ratray,Devin Ratray,6,11,12
Bruce Thomas,Bruce Thomas,1,2,2
Jon Foster,Jon Foster,1,2,2
Amy Brenneman,Amy Brenneman,1,2,2
Viggo Mortensen,Viggo Mortensen,19,38,38
Charlie Rowe,Charlie Rowe,3,6,6
Madison Rothschild,Madison Rothschild,1,2,2
Tiya Sircar,Tiya Sircar,2,4,4
John Topor,John Topor,1,2,2
Richard Tyson,Richard Tyson,5,9,10
Heather Locklear,Heather Locklear,4,8,8
Jenna Elfman,Jenna Elfman,1,2,2
Andrea Di Stefano,Andrea Di Stefano,1,2,2
Elio Germano,Elio Germano,1,2,2
Fergie,Fergie,1,2,2
Brian Anthony Wilson,Brian Anthony Wilson,1,2,2
Larenz Tate,Larenz Tate,5,9,10
Adam Goldberg,Adam Goldberg,11,21,22
Glenne Headly,Glenne Headly,2,4,4
Joseph Gilgun,Joseph Gilgun,6,11,12
Lotte Verbeek,Lotte Verbeek,1,2,2
Bob Neill,Bob Neill,1,2,2
Tom Sizemore,Tom Sizemore,1,2,2
Val Kilmer,Val Kilmer,1,2,2
Adam LeFevre,Adam LeFevre,3,6,6
Mia Farrow,Mia Farrow,5,10,10
Penny Balfour,Penny Balfour,1,2,2
Jacques Perrin,Jacques Perrin,2,3,3
Pedro Armendáriz Jr.,Pedro Armendáriz Jr.,2,4,4
Rie Miyazawa,Rie Miyazawa,1,2,2
Jemima Rooper,Jemima Rooper,1,2,2
Currie Graham,Currie Graham,1,2,2
Dylan Schombing,Dylan Schombing,1,2,2
Sasha Roiz,Sasha Roiz,2,4,4
Ben Diskin,Ben Diskin,1,2,2
David Hoffman,David Hoffman,1,2,2
Sariann Monaco,Sariann Monaco,1,2,2
Austin Pendleton,Austin Pendleton,5,10,10
Niketa Calame,Niketa Calame,1,2,2
Melissa Sturm,Melissa Sturm,1,2,2
Emily Watson,Emily Watson,9,18,18
Tim Meadows,Tim Meadows,5,10,10
Mo Gallini,Mo Gallini,1,2,2
Jeremy Northam,Jeremy Northam,6,12,12
Veronica Cartwright,Veronica Cartwright,3,6,6
Jonathan Winters,Jonathan Winters,5,10,10
Albert Brooks,Albert Brooks,11,22,22
Eric Stonestreet,Eric Stonestreet,2,4,4
Max Ryan,Max Ryan,5,10,10
Miranda Cosgrove,Miranda Cosgrove,4,7,8
Mary McDonnell,Mary McDonnell,4,8,8
Ariana Richards,Ariana Richards,4,8,8
Richard Schiff,Richard Schiff,8,16,16
Vanessa Lee Chester,Vanessa Lee Chester,2,4,4
Danny Huston,Danny Huston,7,14,14
Rita Davies,Rita Davies,1,2,2
Tyler Mane,Tyler Mane,4,6,8
Bokeem Woodbine,Bokeem Woodbine,12,22,24
Michael Biehn,Michael Biehn,12,24,24
Jay Leno,Jay Leno,1,2,2
Ray Romano,Ray Romano,2,4,4
Allen Covert,Allen Covert,2,4,4
Peter Dante,Peter Dante,2,3,4
Elijah Kelley,Elijah Kelley,1,2,2
Jerry Stiller,Jerry Stiller,5,10,10
Paul Dooley,Paul Dooley,2,4,4
Alan Ford,Alan Ford,2,4,4
Izabella Scorupco,Izabella Scorupco,2,4,4
Michael Kelly,Michael Kelly,10,20,20
Barry Shabaka Henley,Barry Shabaka Henley,2,4,4
Charles Halford,Charles Halford,1,2,2
Matt Ryan,Matt Ryan,1,2,2
Kevin Dillon,Kevin Dillon,4,8,8
Yvette Nicole Brown,Yvette Nicole Brown,2,4,4
Nicholas Lea,Nicholas Lea,2,4,4
Jud Tylor,Jud Tylor,1,2,2
Martin Scorsese,Martin Scorsese,1,2,2
Jennifer Hudson,Jennifer Hudson,4,8,8
Loretta Devine,Loretta Devine,14,25,28
Adam Arkin,Adam Arkin,4,8,8
Brent Sexton,Brent Sexton,1,2,2
Damian Lewis,Damian Lewis,1,2,2
Christina Milian,Christina Milian,5,10,10
Moritz Bleibtreu,Moritz Bleibtreu,4,8,8
Tom Selleck,Tom Selleck,4,8,8
Christian Berkel,Christian Berkel,3,6,6
Paz Vega,Paz Vega,3,6,6
Sarah Steele,Sarah Steele,1,2,2
Azura Skye,Azura Skye,1,2,2
Brían F. O'Byrne,Brían F. O'Byrne,3,6,6
Ben Cross,Ben Cross,2,3,4
John Gielgud,John Gielgud,7,13,14
Geoffrey Palmer,Geoffrey Palmer,1,2,2
Randall Duk Kim,Randall Duk Kim,2,4,4
Daniel Sharman,Daniel Sharman,2,4,4
Steve Byers,Steve Byers,1,2,2
Ransford Doherty,Ransford Doherty,1,2,2
Lena Olin,Lena Olin,7,14,14
Sean Pertwee,Sean Pertwee,7,14,14
Kiernan Shipka,Kiernan Shipka,1,2,2
Lou Taylor Pucci,Lou Taylor Pucci,5,10,10
Bridget Fonda,Bridget Fonda,7,13,14
Megan Mullally,Megan Mullally,6,10,12
John Heard,John Heard,16,28,32
Mike Starr,Mike Starr,13,26,26
Huey Lewis,Huey Lewis,2,4,4
James Pickens Jr.,James Pickens Jr.,2,4,4
Peter Coyote,Peter Coyote,8,16,16
Keegan-Michael Key,Keegan-Michael Key,2,4,4
Alexis Dziena,Alexis Dziena,3,6,6
Maude Apatow,Maude Apatow,2,4,4
Frances Fisher,Frances Fisher,10,20,20
Tim McGraw,Tim McGraw,3,6,6
Gary Cole,Gary Cole,15,27,30
Kevin Pollak,Kevin Pollak,10,20,20
Raven-Symoné,Raven-Symoné,3,6,6
James Robinson,James Robinson,1,2,2
Mhairi Calvey,Mhairi Calvey,1,2,2
Patrick McGoohan,Patrick McGoohan,2,4,4
Brian Geraghty,Brian Geraghty,5,10,10
James Morrison,James Morrison,2,4,4
Marcia Wallace,Marcia Wallace,1,2,2
Yeardley Smith,Yeardley Smith,2,4,4
Jeffrey DeMunn,Jeffrey DeMunn,6,11,12
Martin Landau,Martin Landau,14,27,28
Cristián de la Fuente,Cristián de la Fuente,1,2,2
David Gant,David Gant,1,2,2
Jean-Claude Dreyfus,Jean-Claude Dreyfus,1,2,2
Oanh Nguyen,Oanh Nguyen,1,2,2
Peter Boyle,Peter Boyle,7,14,14
Cherry Jones,Cherry Jones,2,4,4
Merritt Wever,Merritt Wever,4,8,8
Rory Culkin,Rory Culkin,7,14,14
Conrad Vernon,Conrad Vernon,1,2,2
Jennifer Saunders,Jennifer Saunders,2,4,4
Cheech Marin,Cheech Marin,11,21,22
George Carlin,George Carlin,7,13,14
Hector Elizondo,Hector Elizondo,9,16,18
Eve,Eve,1,2,2
Leila Arcieri,Leila Arcieri,1,2,2
Billy West,Billy West,2,3,3
Tim Conway,Tim Conway,2,4,4
Franco Nero,Franco Nero,4,8,8
John Amos,John Amos,5,10,10
Josh Charles,Josh Charles,6,12,12
Katia Winter,Katia Winter,2,4,4
Lyndie Greenwood,Lyndie Greenwood,1,2,2
Nicole Beharie,Nicole Beharie,5,10,10
Bob Balaban,Bob Balaban,9,17,18
Freddy Rodríguez,Freddy Rodríguez,4,8,8
Raoul Bova,Raoul Bova,2,4,4
Bridgit Mendler,Bridgit Mendler,1,2,2
Chris Klein,Chris Klein,7,14,14
Radha Mitchell,Radha Mitchell,12,22,24
Jonathan Frakes,Jonathan Frakes,4,5,8
LeVar Burton,LeVar Burton,5,7,10
Michael Dorn,Michael Dorn,1,2,2
Alison Lohman,Alison Lohman,7,14,14
David Hyde Pierce,David Hyde Pierce,4,8,8
Peter Gerety,Peter Gerety,4,8,8
Ron Rifkin,Ron Rifkin,3,6,6
Jeremy Irvine,Jeremy Irvine,4,8,8
Todd Graff,Todd Graff,1,2,2
John Buffalo Mailer,John Buffalo Mailer,1,2,2
Sarah Gadon,Sarah Gadon,6,12,12
Zach McGowan,Zach McGowan,1,2,2
Mark Valley,Mark Valley,4,8,8
Nathaniel Parker,Nathaniel Parker,2,4,4
Victor Wong,Victor Wong,6,12,12
Chelcie Ross,Chelcie Ross,3,6,6
Brooke Smith,Brooke Smith,4,8,8
Garcelle Beauvais,Garcelle Beauvais,2,4,4
Ben Daniels,Ben Daniels,1,2,2
Dexter Fletcher,Dexter Fletcher,5,10,10
Phill Lewis,Phill Lewis,1,2,2
Tate Taylor,Tate Taylor,2,4,4
Sandrine Holt,Sandrine Holt,3,6,6
Stephen Rea,Stephen Rea,9,18,18
Celina Beach,Celina Beach,1,2,2
James Martin Kelly,James Martin Kelly,1,2,2
Shane Hartline,Shane Hartline,1,2,2
Rory Cochrane,Rory Cochrane,3,6,6
Gregg Henry,Gregg Henry,5,10,10
Talisa Soto,Talisa Soto,3,6,6
Minnie Driver,Minnie Driver,13,26,26
Brandy Norwood,Brandy Norwood,2,4,4
Ron Howard,Ron Howard,2,4,4
Jim Belushi,Jim Belushi,9,18,18
Lea Michele,Lea Michele,2,4,4
Archie Kao,Archie Kao,1,2,2
Brandon Molale,Brandon Molale,2,4,4
Laurence Olivier,Laurence Olivier,5,10,10
Charlotte Rampling,Charlotte Rampling,12,22,23
Indira Varma,Indira Varma,4,8,8
Neil Maskell,Neil Maskell,3,6,6
50 Cent,50 Cent,5,10,10
Matt Gerald,Matt Gerald,2,4,4
Gaia Weiss,Gaia Weiss,1,2,2
Luke Newberry,Luke Newberry,3,6,6
Roxanne McKee,Roxanne McKee,1,2,2
Philip Baker Hall,Philip Baker Hall,9,18,18
Gary Farmer,Gary Farmer,5,10,10
Aida Turturro,Aida Turturro,1,2,2
Robert Blake,Robert Blake,2,4,4
Vincent Pastore,Vincent Pastore,9,18,18
Ashraf Barhom,Ashraf Barhom,2,4,4
Max Minghella,Max Minghella,2,4,4
Rupert Evans,Rupert Evans,4,8,8
Jenna Fischer,Jenna Fischer,3,6,6
Stephen Merchant,Stephen Merchant,1,2,2
Graham McTavish,Graham McTavish,3,6,6
Michael Raymond-James,Michael Raymond-James,2,4,4
Michael Gaston,Michael Gaston,2,4,4
Simon McBurney,Simon McBurney,3,6,6
Kevin McNally,Kevin McNally,8,16,16
Maury Chaykin,Maury Chaykin,5,10,10
Kaitlyn Dever,Kaitlyn Dever,2,4,4
Nancy Travis,Nancy Travis,2,4,4
Mitch Pileggi,Mitch Pileggi,3,6,6
Owen Teale,Owen Teale,1,2,2
Lisa Edelstein,Lisa Edelstein,3,6,6
Reece Thompson,Reece Thompson,1,2,2
Gloria Foster,Gloria Foster,2,4,4
Marcus Chong,Marcus Chong,1,2,2
Kathleen Quinlan,Kathleen Quinlan,6,12,12
Miko Hughes,Miko Hughes,6,10,12
Aisha Tyler,Aisha Tyler,3,6,6
Eric Lloyd,Eric Lloyd,3,5,6
Judge Reinhold,Judge Reinhold,7,12,14
Jean Stapleton,Jean Stapleton,1,2,2
Andrea Savage,Andrea Savage,1,2,2
Stuart Wilson,Stuart Wilson,3,6,6
Tony Amendola,Tony Amendola,1,2,2
Matt Walsh,Matt Walsh,6,12,12
Alex Russell,Alex Russell,4,6,8
Finn Wittrock,Finn Wittrock,3,4,6
Jack O'Connell,Jack O'Connell,7,11,14
Clint Eastwood,Clint Eastwood,16,31,32
Courtney B. Vance,Courtney B. Vance,3,6,6
William Devane,William Devane,3,6,6
Janine Turner,Janine Turner,1,2,2
Leon,Leon,4,8,8
Samantha Mathis,Samantha Mathis,4,8,8
Daniel von Bargen,Daniel von Bargen,7,14,14
Lily Tomlin,Lily Tomlin,5,10,10
Jay Hernandez,Jay Hernandez,14,26,28
Marian Seldes,Marian Seldes,4,8,8
Horatio Sanz,Horatio Sanz,1,2,2
Sydney Pollack,Sydney Pollack,5,10,10
Vinessa Shaw,Vinessa Shaw,6,12,12
David Zayas,David Zayas,4,8,8
Quvenzhané Wallis,Quvenzhané Wallis,3,6,6
Gerald McRaney,Gerald McRaney,3,6,6
Abigail Spencer,Abigail Spencer,4,8,8
Warren Christie,Warren Christie,2,4,4
Natasha Lyonne,Natasha Lyonne,12,21,24
Jennifer Grey,Jennifer Grey,1,2,2
Lea Thompson,Lea Thompson,8,11,16
Adrian Lester,Adrian Lester,1,2,2
Maura Tierney,Maura Tierney,6,12,12
Paul Guilfoyle,Paul Guilfoyle,7,14,14
Craig Bierko,Craig Bierko,2,4,4
Melina Kanakaredes,Melina Kanakaredes,1,2,2
Yvonne Zima,Yvonne Zima,1,2,2
Michael Kitchen,Michael Kitchen,2,4,4
Pamela Reed,Pamela Reed,2,4,4
Jonah Bobo,Jonah Bobo,2,4,4
Eugenie Bondurant,Eugenie Bondurant,1,2,2
Meat Loaf,Meat Loaf,5,10,10
Kimberly Williams-Paisley,Kimberly Williams-Paisley,2,4,4
Frances O'Connor,Frances O'Connor,4,8,8
Michael Moore,Michael Moore,6,11,12
Caitlin Stasey,Caitlin Stasey,1,2,2
Kevin Grevioux,Kevin Grevioux,4,8,8
Barney Clark,Barney Clark,1,2,2
Ian McNeice,Ian McNeice,2,4,4
Tony Noble,Tony Noble,1,2,2
Bill Cobbs,Bill Cobbs,13,26,26
Martin Henderson,Martin Henderson,3,6,6
Tom Goodman-Hill,Tom Goodman-Hill,1,2,2
David Calder,David Calder,1,2,2
Michael Smiley,Michael Smiley,3,6,6
Simon Chandler,Simon Chandler,1,2,2
Josh Zuckerman,Josh Zuckerman,1,2,2
Robert Wagner,Robert Wagner,6,11,12
Dee Bradley Baker,Dee Bradley Baker,3,6,6
Bob Peck,Bob Peck,1,2,2
Isabella Rossellini,Isabella Rossellini,6,12,12
Dean Jones,Dean Jones,1,2,2
Peng Lin,Peng Lin,1,2,2
Si Won Choi,Si Won Choi,1,2,2
Sung-jun Yoo,Sung-jun Yoo,1,2,2
Brittany Daniel,Brittany Daniel,5,10,10
John Witherspoon,John Witherspoon,7,13,14
David Keith,David Keith,6,12,12
Shawna Waldron,Shawna Waldron,1,2,2
Romany Malco,Romany Malco,10,19,20
Ice-T,Ice-T,1,2,2
Craig Stark,Craig Stark,1,2,2
Chelsea Handler,Chelsea Handler,1,2,2
Elizabeth Perkins,Elizabeth Perkins,6,12,12
Vincent Regan,Vincent Regan,4,8,8
Eric Dane,Eric Dane,4,8,8
Haley Bennett,Haley Bennett,5,10,10
Kathleen Turner,Kathleen Turner,8,16,16
Drew Sidora,Drew Sidora,2,4,4
Jill Hennessy,Jill Hennessy,2,4,4
Tichina Arnold,Tichina Arnold,2,4,4
Emily Ratajkowski,Emily Ratajkowski,2,4,4
Patrick Fugit,Patrick Fugit,6,12,12
Josh Hamilton,Josh Hamilton,2,4,4
Nicky Naudé,Nicky Naudé,1,2,2
Clarence Williams III,Clarence Williams III,5,10,10
Timothy Hutton,Timothy Hutton,7,14,14
Peter Krause,Peter Krause,1,2,2
Aria Noelle Curzon,Aria Noelle Curzon,1,2,2
Eden Riegel,Eden Riegel,1,2,2
Anjelica Huston,Anjelica Huston,11,20,22
Fred Ward,Fred Ward,6,12,12
Patrick Fischler,Patrick Fischler,4,8,8
Carol Ann Susi,Carol Ann Susi,1,2,2
Miriam Margolyes,Miriam Margolyes,6,12,12
Jimmy Shubert,Jimmy Shubert,1,2,2
Alicia Witt,Alicia Witt,9,18,18
Anne Bancroft,Anne Bancroft,6,12,12
Woody Allen,Woody Allen,11,22,22
Tasha Smith,Tasha Smith,4,7,8
Alyson Stoner,Alyson Stoner,4,7,8
Tom Welling,Tom Welling,2,3,4
Ki Hong Lee,Ki Hong Lee,2,4,4
Rosa Salazar,Rosa Salazar,1,2,2
Jaqueline Fleming,Jaqueline Fleming,1,2,2
Jessalyn Gilsig,Jessalyn Gilsig,1,2,2
Billy Burke,Billy Burke,9,17,18
Jacinda Barrett,Jacinda Barrett,4,8,8
Saffron Burrows,Saffron Burrows,5,10,10
Judith Hill,Judith Hill,1,2,2
Mekia Cox,Mekia Cox,1,2,2
Misha Gabriel Hamilton,Misha Gabriel Hamilton,2,4,4
Griffin Kane,Griffin Kane,1,2,2
Monique Gabriela Curnen,Monique Gabriela Curnen,2,4,4
Bill Hunter,Bill Hunter,1,2,2
Dyan Cannon,Dyan Cannon,3,6,6
Dawn French,Dawn French,1,2,2
John Hodgman,John Hodgman,1,2,2
Kristen Connolly,Kristen Connolly,2,4,4
Fred Williamson,Fred Williamson,1,2,2
Harvey Korman,Harvey Korman,4,7,8
Jake Lloyd,Jake Lloyd,2,4,4
James Babson,James Babson,1,2,2
Elaine Stritch,Elaine Stritch,3,6,6
Sophie Okonedo,Sophie Okonedo,7,14,14
Stockard Channing,Stockard Channing,10,20,20
Adhir Kalyan,Adhir Kalyan,2,4,4
Bianca Kajlich,Bianca Kajlich,3,6,6
Oliver Hudson,Oliver Hudson,3,6,6
Ritchie Coster,Ritchie Coster,1,2,2
Brenda Bakke,Brenda Bakke,1,2,2
Patrick Kilpatrick,Patrick Kilpatrick,3,6,6
Peter Greene,Peter Greene,5,10,10
Colm Feore,Colm Feore,9,18,18
Gemma Chan,Gemma Chan,1,2,2
Julian Kostov,Julian Kostov,1,2,2
Gary Dourdan,Gary Dourdan,3,6,6
Louis Ferreira,Louis Ferreira,1,2,2
Ned Beatty,Ned Beatty,6,11,12
Tate Donovan,Tate Donovan,6,12,12
Isaac Hempstead Wright,Isaac Hempstead Wright,2,4,4
