Id,Label,movies_credited,degree,weighted_degree
Matt Servitto,Matt Servitto,2,4,4
Tamara Tunie,Tamara Tunie,2,4,4
Laurence Fox,Laurence Fox,1,2,2
Danny Strong,Danny Strong,1,2,2
Samm Levine,Samm Levine,1,2,2
Bruno Kirby,Bruno Kirby,2,4,4
Gretchen Palmer,Gretchen Palmer,1,2,2
Harley Jane Kozak,Harley Jane Kozak,1,2,2
Jack Warden,Jack Warden,5,10,10
Mark Walters,Mark Walters,1,2,2
Ron Lester,Ron Lester,1,2,2
Rachel Brosnahan,Rachel Brosnahan,2,2,4
Finn Ireland,Finn Ireland,1,2,2
Vincent Walsh,Vincent Walsh,1,2,2
Ivana Baquero,Ivana Baquero,1,2,2
Maribel Verdú,Maribel Verdú,2,4,4
Sergi López,Sergi López,2,4,4
Jessika Van,Jessika Van,1,2,2
Angell Conwell,Angell Conwell,2,4,4
Alonna Shaw,Alonna Shaw,1,2,2
Bolo Yeung,Bolo Yeung,2,4,4
Kamel Krifa,Kamel Krifa,1,2,2
Joe Cornish,Joe Cornish,1,2,2
Gustaf Skarsgård,Gustaf Skarsgård,1,2,2
Tsianina Joelson,Tsianina Joelson,1,2,2
Marc Donato,Marc Donato,2,4,4
Cynthia Stevenson,Cynthia Stevenson,1,2,2
Tracey Walter,Tracey Walter,3,6,6
Don Pardo,Don Pardo,1,2,2
Ruby Jerins,Ruby Jerins,1,2,2
Alexandra Holden,Alexandra Holden,2,4,4
Trent Ford,Trent Ford,2,4,4
Brad William Henke,Brad William Henke,3,6,6
Farrah Fawcett,Farrah Fawcett,2,4,4
Brian Keith,Brian Keith,2,4,4
Karl Malden,Karl Malden,5,8,9
Shannon Tweed,Shannon Tweed,1,2,2
Jon Polito,Jon Polito,3,6,6
Robin Weigert,Robin Weigert,1,2,2
Angela Sarafyan,Angela Sarafyan,2,4,4
Lynn Redgrave,Lynn Redgrave,5,10,10
Tuppence Middleton,Tuppence Middleton,3,4,6
Michel Galabru,Michel Galabru,1,2,2
Jodie Whittaker,Jodie Whittaker,2,4,4
Emily Alyn Lind,Emily Alyn Lind,1,2,2
Paz de la Huerta,Paz de la Huerta,2,4,4
Ivan Sergei,Ivan Sergei,1,2,2
Justin Kirk,Justin Kirk,3,6,6
Conrad Kemp,Conrad Kemp,1,2,2
Tanya van Graan,Tanya van Graan,1,2,2
Steven Van Zandt,Steven Van Zandt,1,2,2
Tommy Karlsen,Tommy Karlsen,1,2,2
Trond Fausa,Trond Fausa,1,2,2
Charles Aznavour,Charles Aznavour,1,2,2
David Alpay,David Alpay,1,2,2
Marie-Josée Croze,Marie-Josée Croze,3,6,6
William Shockley,William Shockley,1,2,2
Carole Bouquet,Carole Bouquet,1,2,2
Michel Muller,Michel Muller,1,2,2
Ryôko Hirosue,Ryôko Hirosue,1,2,2
Dustin Milligan,Dustin Milligan,3,6,6
Adrian Pasdar,Adrian Pasdar,1,2,2
Chen Chang,Chen Chang,2,4,4
Pei-Pei Cheng,Pei-Pei Cheng,1,2,2
Sihung Lung,Sihung Lung,1,2,2
Ara Celi,Ara Celi,1,2,2
Hugh O'Brian,Hugh O'Brian,1,2,2
Bex Taylor-Klaus,Bex Taylor-Klaus,1,2,2
Bobby Campo,Bobby Campo,1,2,2
Jason Wiles,Jason Wiles,1,2,2
Rae Dawn Chong,Rae Dawn Chong,4,8,8
Ji-won Ha,Ji-won Ha,1,2,2
Kyung-gu Sol,Kyung-gu Sol,2,4,4
Nicole Dionne,Nicole Dionne,1,2,2
Allen Leech,Allen Leech,1,2,2
Levon Helm,Levon Helm,3,6,6
Isabelle Nélisse,Isabelle Nélisse,1,2,2
Megan Charpentier,Megan Charpentier,1,2,2
Georgina Cates,Georgina Cates,1,2,2
Grasie Mercedes,Grasie Mercedes,1,2,2
Jackson Nicoll,Jackson Nicoll,2,4,4
Sylvia Syms,Sylvia Syms,1,2,2
Glenn Shadix,Glenn Shadix,1,2,2
Jessica Raine,Jessica Raine,1,2,2
Tessa Thompson,Tessa Thompson,1,2,2
Lee Majors,Lee Majors,4,6,8
Adam Lamberg,Adam Lamberg,1,2,2
Clayton Snyder,Clayton Snyder,1,2,2
Allison Tolman,Allison Tolman,3,4,6
Dororthy Thorton,Dororthy Thorton,1,2,2
Rae'Ven Kelly,Rae'Ven Kelly,1,2,2
Virginia Capers,Virginia Capers,1,2,2
JoAnna Garcia Swisher,JoAnna Garcia Swisher,1,2,2
William Petersen,William Petersen,2,4,4
Claude Rains,Claude Rains,3,6,6
Martha MacIsaac,Martha MacIsaac,2,2,4
André the Giant,André the Giant,1,2,2
Russ Tamblyn,Russ Tamblyn,1,2,2
Kali Rocha,Kali Rocha,1,2,2
Jessie T. Usher,Jessie T. Usher,1,2,2
Ser'Darius Blain,Ser'Darius Blain,1,2,2
Luke Benward,Luke Benward,1,2,2
Mitchell Ryan,Mitchell Ryan,2,4,4
Erica Leerhsen,Erica Leerhsen,1,2,2
Kim Director,Kim Director,1,2,2
Kurt Loder,Kurt Loder,1,2,2
Brenda Strong,Brenda Strong,3,5,6
Rachel True,Rachel True,2,4,4
Hutch Dano,Hutch Dano,1,2,2
Jason Spevack,Jason Spevack,1,2,2
Sierra McCormick,Sierra McCormick,1,2,2
Nicole Ari Parker,Nicole Ari Parker,2,4,4
Nina Hartley,Nina Hartley,1,2,2
Joss Ackland,Joss Ackland,1,2,2
Danny Pino,Danny Pino,3,6,6
Joey Lawrence,Joey Lawrence,1,2,2
Firass Dirani,Firass Dirani,1,2,2
Cinda McCain,Cinda McCain,2,4,4
Angelo Anthony Pizza,Angelo Anthony Pizza,1,2,2
Akie Kotabe,Akie Kotabe,1,2,2
Geneviève Bujold,Geneviève Bujold,1,2,2
Jason Priestley,Jason Priestley,3,6,6
George C. Scott,George C. Scott,4,8,8
Homayoun Ershadi,Homayoun Ershadi,1,2,2
Nina Hoss,Nina Hoss,1,2,2
Cam Clarke,Cam Clarke,1,2,2
Phil Vischer,Phil Vischer,2,4,4
Yuri Lowenthal,Yuri Lowenthal,1,2,2
Larry Mullen Jr.,Larry Mullen Jr.,1,2,2
The Edge,The Edge,1,2,2
Adam Copeland,Adam Copeland,1,2,2
Adrian Paul,Adrian Paul,1,2,2
Kevin Gage,Kevin Gage,3,6,6
Keith Allen,Keith Allen,2,4,4
Sandra Nelson,Sandra Nelson,1,2,2
Kyla Pratt,Kyla Pratt,1,2,2
Shirley Douglas,Shirley Douglas,1,2,2
Daniel Wu,Daniel Wu,2,4,4
Chris Bruno,Chris Bruno,1,2,2
Nicole de Boer,Nicole de Boer,2,4,4
Khandi Alexander,Khandi Alexander,4,8,8
Michael Michele,Michael Michele,1,2,2
Dan Futterman,Dan Futterman,3,6,6
Marla Sokoloff,Marla Sokoloff,2,4,4
Estelle Parsons,Estelle Parsons,2,2,4
Anna Madeley,Anna Madeley,1,2,2
Elizabeth Berrington,Elizabeth Berrington,1,2,2
Eric Godon,Eric Godon,1,2,2
Diahann Carroll,Diahann Carroll,3,6,6
Conleth Hill,Conleth Hill,1,2,2
Guillermo Arriaga,Guillermo Arriaga,1,2,2
Corbin Bernsen,Corbin Bernsen,6,12,12
Chris Geere,Chris Geere,1,2,2
Anna Silk,Anna Silk,1,2,2
Mac McDonald,Mac McDonald,1,2,2
Mike Muscat,Mike Muscat,1,2,2
Amber Marie Bollinger,Amber Marie Bollinger,1,2,2
Kalim Chandler,Kalim Chandler,1,2,2
Thomas Stroppel,Thomas Stroppel,1,2,2
Brigitte Helm,Brigitte Helm,1,2,2
Gustav Fröhlich,Gustav Fröhlich,1,2,2
Rudolf Klein-Rogge,Rudolf Klein-Rogge,1,2,2
Dany Verissimo-Petit,Dany Verissimo-Petit,1,2,2
Satoshi Tsumabuki,Satoshi Tsumabuki,1,2,2
Konstantin Lavronenko,Konstantin Lavronenko,1,2,2
Nataliya Vdovina,Nataliya Vdovina,1,2,2
Vladimir Garin,Vladimir Garin,1,2,2
Nirut Sirichanya,Nirut Sirichanya,1,2,2
Petchtai Wongkamlao,Petchtai Wongkamlao,1,2,2
Sarunyu Wongkrachang,Sarunyu Wongkrachang,2,4,4
JJ Feild,JJ Feild,2,4,4
Conrad Dunn,Conrad Dunn,1,2,2
Gina Bellman,Gina Bellman,1,2,2
Aubrey Poo,Aubrey Poo,1,2,2
Edward Fox,Edward Fox,1,2,2
Gael Le Cornec,Gael Le Cornec,1,2,2
Hans Matheson,Hans Matheson,2,4,4
Lucy Gaskell,Lucy Gaskell,1,2,2
Steven Elder,Steven Elder,1,2,2
Ferdinando Vetere,Ferdinando Vetere,1,2,2
Maximilian Dirr,Maximilian Dirr,1,2,2
Rodrigo De la Serna,Rodrigo De la Serna,1,2,2
Yasuaki Kurata,Yasuaki Kurata,1,2,2
Linus Roache,Linus Roache,2,4,4
Arben Bajraktaraj,Arben Bajraktaraj,1,2,2
Bart Shatto,Bart Shatto,1,2,2
Sharon Leal,Sharon Leal,2,4,4
Jean-Marc Barr,Jean-Marc Barr,1,2,2
Jeremy Davies,Jeremy Davies,4,8,8
Anil Kapoor,Anil Kapoor,2,4,4
Ayush Mahesh Khedekar,Ayush Mahesh Khedekar,1,2,2
Saurabh Shukla,Saurabh Shukla,1,2,2
Lois Smith,Lois Smith,3,6,6
Joe Flaherty,Joe Flaherty,2,4,4
John Meillon,John Meillon,1,2,2
Chad Bishop,Chad Bishop,1,2,2
Malik Yoba,Malik Yoba,2,4,4
Jensen Ackles,Jensen Ackles,2,4,4
Barbara Bach,Barbara Bach,1,2,2
Caroline Munro,Caroline Munro,1,2,2
Amy Bruni,Amy Bruni,1,2,2
Jason Hawes,Jason Hawes,1,2,2
Steve Gonsalves,Steve Gonsalves,1,2,2
Susan Hogan,Susan Hogan,1,2,2
Olivia Colman,Olivia Colman,1,2,2
Mike Nawrocki,Mike Nawrocki,1,2,2
Shelby Vischer,Shelby Vischer,1,2,2
Maya Angelou,Maya Angelou,1,2,2
Gino Salvano,Gino Salvano,1,2,2
Roger Guenveur Smith,Roger Guenveur Smith,1,2,2
Allen Payne,Allen Payne,1,2,2
Linda Blair,Linda Blair,2,4,4
Lance Gross,Lance Gross,1,2,2
Paolo Seganti,Paolo Seganti,1,2,2
Bethany Joy Lenz,Bethany Joy Lenz,1,2,2
Eliza Coupe,Eliza Coupe,2,4,4
Kane Hodder,Kane Hodder,6,12,12
Lexa Doig,Lexa Doig,1,2,2
China Chow,China Chow,1,2,2
Osric Chau,Osric Chau,1,2,2
Emmanuelle Seigner,Emmanuelle Seigner,1,2,2
Isaach De Bankolé,Isaach De Bankolé,1,2,2
Jane Adams,Jane Adams,3,6,6
Noam Jenkins,Noam Jenkins,1,2,2
Tovah Feldshuh,Tovah Feldshuh,1,2,2
Bonnie Henna,Bonnie Henna,1,2,2
Angela Featherstone,Angela Featherstone,2,4,4
Candace Kroslak,Candace Kroslak,1,2,2
Melissa Sagemiller,Melissa Sagemiller,1,2,2
Nigel Whitmey,Nigel Whitmey,1,2,2
Todd Boyce,Todd Boyce,1,2,2
Behrouz Vossoughi,Behrouz Vossoughi,1,2,2
Karl Johnson,Karl Johnson,1,2,2
Ruth Sheen,Ruth Sheen,2,3,4
Edouard Baer,Edouard Baer,2,4,4
Sara Forestier,Sara Forestier,2,4,4
Ulrich Mühe,Ulrich Mühe,2,3,4
Kelly Lin,Kelly Lin,1,2,2
Woo-sung Jung,Woo-sung Jung,2,4,4
John Gallagher Jr.,John Gallagher Jr.,2,4,4
Diora Baird,Diora Baird,1,2,2
Elisa Donovan,Elisa Donovan,1,2,2
Krystyna Janda,Krystyna Janda,2,2,4
Olaf Lubaszenko,Olaf Lubaszenko,2,2,4
Olgierd Lukaszewicz,Olgierd Lukaszewicz,2,2,4
Amelia Warner,Amelia Warner,1,2,2
Stephen Marcus,Stephen Marcus,1,2,2
Jacek Koman,Jacek Koman,1,2,2
Jaroslaw Boberek,Jaroslaw Boberek,1,2,2
Marian Dziedziel,Marian Dziedziel,1,2,2
Bruno Ganz,Bruno Ganz,1,2,2
Belén Rueda,Belén Rueda,2,4,4
Lola Dueñas,Lola Dueñas,2,4,4
Tamar Novas,Tamar Novas,1,2,2
Alison Chand,Alison Chand,1,2,2
Paul Brannigan,Paul Brannigan,1,2,2
Stephanie Danielson,Stephanie Danielson,1,2,2
Boys II Men,Boys II Men,1,2,2
Sean Kingston,Sean Kingston,1,2,2
Fredro Starr,Fredro Starr,2,4,4
Brooke Bundy,Brooke Bundy,1,2,2
Rodney Eastman,Rodney Eastman,1,2,2
Tuesday Knight,Tuesday Knight,1,2,2
Brighton Sharbino,Brighton Sharbino,3,6,6
Patrick Wayne,Patrick Wayne,1,2,2
Andrew Keegan,Andrew Keegan,3,4,6
Gene Simmons,Gene Simmons,1,2,2
Sedona Legge,Sedona Legge,1,2,2
Antonio Sabato Jr.,Antonio Sabato Jr.,1,2,2
Charlotte Sullivan,Charlotte Sullivan,3,6,6
Greg Germann,Greg Germann,3,6,6
Jenny Agutter,Jenny Agutter,3,6,6
Henry Simmons,Henry Simmons,2,4,4
Kate del Castillo,Kate del Castillo,4,8,8
Corey Johnson,Corey Johnson,1,2,2
Elina Alminas,Elina Alminas,1,2,2
Sonoya Mizuno,Sonoya Mizuno,1,2,2
Orson Bean,Orson Bean,1,2,2
Ella Wahlestedt,Ella Wahlestedt,1,2,2
Jason Gray-Stanford,Jason Gray-Stanford,1,2,2
Teo Halm,Teo Halm,1,2,2
Rolando Molina,Rolando Molina,2,4,4
Kazunari Ninomiya,Kazunari Ninomiya,1,2,2
Shidô Nakamura,Shidô Nakamura,1,2,2
Yuki Matsuzaki,Yuki Matsuzaki,1,2,2
David Dencik,David Dencik,1,2,2
Lena Endre,Lena Endre,1,2,2
Josie Loren,Josie Loren,1,2,2
Justin Chon,Justin Chon,2,4,4
Sarah Wright,Sarah Wright,2,4,4
Catalina Sandino Moreno,Catalina Sandino Moreno,3,6,6
Kathryn Morris,Kathryn Morris,2,4,4
Sarita Choudhury,Sarita Choudhury,2,4,4
Daniel Auteuil,Daniel Auteuil,1,2,2
Yves Jacques,Yves Jacques,1,2,2
Meghan Heffern,Meghan Heffern,1,2,2
Natalie Lisinska,Natalie Lisinska,1,2,2
Paul Mazursky,Paul Mazursky,1,2,2
Ezra Miller,Ezra Miller,4,8,8
Ian Gomez,Ian Gomez,1,2,2
Thomas Ian Griffith,Thomas Ian Griffith,1,2,2
John Boyega,John Boyega,1,2,2
Luke Treadaway,Luke Treadaway,1,2,2
Branko Djuric,Branko Djuric,1,2,2
Jelena Jovanova,Jelena Jovanova,1,2,2
Nikola Djuricko,Nikola Djuricko,1,2,2
Tara Platt,Tara Platt,1,2,2
Dean Dawson,Dean Dawson,1,2,2
Jung-jae Lee,Jung-jae Lee,1,2,2
Steve Irwin,Steve Irwin,1,2,2
Annie Golden,Annie Golden,1,2,2
Dameon Clarke,Dameon Clarke,1,2,2
Louis Herthum,Louis Herthum,1,2,2
Everett McGill,Everett McGill,3,6,6
Gary Schwartz,Gary Schwartz,1,2,2
Gabriel Millman,Gabriel Millman,1,2,2
Rob Morrow,Rob Morrow,1,2,2
Hannah Murray,Hannah Murray,1,2,2
Jude Ciccolella,Jude Ciccolella,1,2,2
Julian Morris,Julian Morris,4,8,8
Margo Harshman,Margo Harshman,1,2,2
Mary Astor,Mary Astor,1,2,2
Ronald Colman,Ronald Colman,1,2,2
Cara Horgan,Cara Horgan,1,2,2
Richard Johnson,Richard Johnson,1,2,2
Sheila Hancock,Sheila Hancock,1,2,2
Björk,Björk,1,2,2
Vincent Gallo,Vincent Gallo,4,7,8
Christian Campbell,Christian Campbell,2,4,4
Bill Erwin,Bill Erwin,2,4,4
Gabriel Damon,Gabriel Damon,1,2,2
Bin Won,Bin Won,1,2,2
Min-sik Choi,Min-sik Choi,3,5,6
Lee J. Cobb,Lee J. Cobb,2,4,4
Robert Shaw,Robert Shaw,5,10,10
Lambert Wilson,Lambert Wilson,3,6,6
Charlotte Lewis,Charlotte Lewis,1,2,2
Ally Sheedy,Ally Sheedy,3,6,6
Alex Veadov,Alex Veadov,1,2,2
Jason Cottle,Jason Cottle,1,2,2
Rorke Denver,Rorke Denver,1,2,2
Josh Henderson,Josh Henderson,2,4,4
Sid Haig,Sid Haig,5,10,10
Ashley Hinshaw,Ashley Hinshaw,1,2,2
Amy Irving,Amy Irving,3,6,6
Steven Hill,Steven Hill,1,2,2
Britney Spears,Britney Spears,2,2,4
Dave Allen,Dave Allen,2,2,4
Katherine Boecher,Katherine Boecher,2,2,4
Kirby Bliss Blanton,Kirby Bliss Blanton,1,2,2
Oliver Cooper,Oliver Cooper,1,2,2
Bill Hickman,Bill Hickman,1,2,2
Jerry Nelson,Jerry Nelson,1,2,2
Anthony Burrell,Anthony Burrell,1,2,2
Ashley Ashida Dixon,Ashley Ashida Dixon,1,2,2
Lexie Contursi,Lexie Contursi,1,2,2
Nat Wolff,Nat Wolff,3,6,6
Richard Dysart,Richard Dysart,1,2,2
Robert Foxworth,Robert Foxworth,1,2,2
Talia Shire,Talia Shire,2,4,4
Kathryn Erbe,Kathryn Erbe,3,6,6
Lusia Strus,Lusia Strus,1,2,2
Kelvin Taylor,Kelvin Taylor,1,2,2
Viva Bianca,Viva Bianca,1,2,2
Mare Winningham,Mare Winningham,1,2,2
Peter Hermann,Peter Hermann,2,4,4
Dichen Lachman,Dichen Lachman,2,4,4
Joanna 'JoJo' Levesque,Joanna 'JoJo' Levesque,1,2,2
Tammin Sursok,Tammin Sursok,1,2,2
Meg Crosbie,Meg Crosbie,1,2,2
Lark Voorhies,Lark Voorhies,1,2,2
Bill Irwin,Bill Irwin,3,6,6
John Colicos,John Colicos,1,2,2
Herbert Grönemeyer,Herbert Grönemeyer,1,2,2
Martin Semmelrogge,Martin Semmelrogge,1,2,2
Tom Hughes,Tom Hughes,1,2,2
Zhengyong Zhang,Zhengyong Zhang,1,2,2
Gary Weeks,Gary Weeks,1,2,2
Jonny Weston,Jonny Weston,2,4,4
Sofia Black-D'Elia,Sofia Black-D'Elia,2,4,4
Tammy Blanchard,Tammy Blanchard,2,4,4
Veronika Dash,Veronika Dash,1,2,2
Sherman Hemsley,Sherman Hemsley,1,2,2
Aleksa Palladino,Aleksa Palladino,1,2,2
Greg Mottola,Greg Mottola,1,2,2
Jill Clayburgh,Jill Clayburgh,1,2,2
Brian Dietzen,Brian Dietzen,1,2,2
Kelly Clarkson,Kelly Clarkson,1,2,2
Nick Damici,Nick Damici,2,4,4
Susan Gardner,Susan Gardner,1,2,2
Samantha Ivers,Samantha Ivers,1,2,2
Ah-sung Ko,Ah-sung Ko,1,2,2
Doona Bae,Doona Bae,1,2,2
Paul Gleason,Paul Gleason,1,2,2
Sabrina Ferilli,Sabrina Ferilli,1,2,2
Serena Grandi,Serena Grandi,1,2,2
Toni Servillo,Toni Servillo,1,2,2
Jake Richardson,Jake Richardson,1,2,2
Michael Harding,Michael Harding,1,2,2
Harmony Korine,Harmony Korine,1,2,2
Mia Wasikowska,Mia Wasikowska,3,6,6
David Richmond-Peck,David Richmond-Peck,1,2,2
Erin Boyes,Erin Boyes,1,2,2
Timothy Webber,Timothy Webber,1,2,2
Eamonn Walker,Eamonn Walker,3,6,6
Alicja Bachleda,Alicja Bachleda,3,6,6
James Shigeta,James Shigeta,1,2,2
Andy Davoli,Andy Davoli,1,2,2
Bálint Péntek,Bálint Péntek,1,2,2
Marcell Nagy,Marcell Nagy,1,2,2
Péter Fancsikai,Péter Fancsikai,1,2,2
Dahong Ni,Dahong Ni,2,2,4
Ni Yan,Ni Yan,3,4,6
Ryu Kohata,Ryu Kohata,1,2,2
Yuanyuan Gao,Yuanyuan Gao,1,2,2
Rebecca Black,Rebecca Black,1,2,2
Hiroyuki Ikeuchi,Hiroyuki Ikeuchi,1,2,2
Meisa Kuroki,Meisa Kuroki,1,2,2
Ana Imnadze,Ana Imnadze,1,2,2
Kenneth Cranham,Kenneth Cranham,1,2,2
Emma Lung,Emma Lung,1,2,2
Michael Dorman,Michael Dorman,1,2,2
Rachael Carpani,Rachael Carpani,1,2,2
Alexandra Callas,Alexandra Callas,1,2,2
Kelly LeBrock,Kelly LeBrock,1,2,2
Connor Corum,Connor Corum,1,2,2
Gary Daniels,Gary Daniels,1,2,2
Ginger Jensen,Ginger Jensen,1,2,2
Matt Marr,Matt Marr,1,2,2
Denise Crosby,Denise Crosby,1,2,2
Akira Terao,Akira Terao,1,2,2
Tatsuo Matsumura,Tatsuo Matsumura,1,2,2
Tetsu Watanabe,Tetsu Watanabe,1,2,2
Hailu Qin,Hailu Qin,1,2,2
Wei Tang,Wei Tang,1,2,2
Harry Carey Jr.,Harry Carey Jr.,3,6,6
Zach Galligan,Zach Galligan,2,4,4
Peter Cushing,Peter Cushing,1,2,2
Jason Mantzoukas,Jason Mantzoukas,1,2,2
Klaus Kinski,Klaus Kinski,1,2,2
Daniel Zettel,Daniel Zettel,1,2,2
Selton Mello,Selton Mello,1,2,2
Wagner Moura,Wagner Moura,3,6,6
Jack McGee,Jack McGee,2,4,4
Lane Smith,Lane Smith,3,6,6
Christopher Sommers,Christopher Sommers,1,2,2
Zoe Ventoura,Zoe Ventoura,1,2,2
John Enos III,John Enos III,2,4,4
Lauren German,Lauren German,4,8,8
Robert Prosky,Robert Prosky,1,2,2
Eric Mabius,Eric Mabius,3,6,6
George Newbern,George Newbern,2,4,4
Shawnee Smith,Shawnee Smith,6,10,12
Sid Caesar,Sid Caesar,5,7,10
Alicia Keys,Alicia Keys,1,2,2
Peter Berg,Peter Berg,1,2,2
Gabrielle Carteris,Gabrielle Carteris,1,2,2
Steven Bauer,Steven Bauer,1,2,2
Bud Cort,Bud Cort,2,4,4
Louise Fletcher,Louise Fletcher,3,6,6
Eva Birthistle,Eva Birthistle,1,2,2
Fiona Glascott,Fiona Glascott,1,2,2
Hardy Krüger,Hardy Krüger,1,2,2
Pauline Collins,Pauline Collins,1,2,2
Sheridan Smith,Sheridan Smith,1,2,2
Patricia Tallman,Patricia Tallman,1,2,2
Jim Rash,Jim Rash,2,4,4
Kevin Tighe,Kevin Tighe,3,6,6
Alan Van Sprang,Alan Van Sprang,2,4,4
Scott Handy,Scott Handy,1,2,2
Jimi Mistry,Jimi Mistry,3,6,6
Alex Karpovsky,Alex Karpovsky,2,4,4
Lisa Pelikan,Lisa Pelikan,1,2,2
Wayne Pygram,Wayne Pygram,1,2,2
Samantha Eggar,Samantha Eggar,1,2,2
Angus Barnett,Angus Barnett,1,2,2
David Kennedy,David Kennedy,1,2,2
Phyllida Law,Phyllida Law,1,2,2
Geoff Bell,Geoff Bell,3,6,6
Scott Patterson,Scott Patterson,1,2,2
Britt Ekland,Britt Ekland,1,2,2
John Cassavetes,John Cassavetes,2,4,4
Alix Freihage,Alix Freihage,1,2,2
Lina Esco,Lina Esco,1,2,2
Deborra-Lee Furness,Deborra-Lee Furness,1,2,2
John Howard,John Howard,1,2,2
Max Cullen,Max Cullen,1,2,2
John Abraham,John Abraham,2,4,4
Preity Zinta,Preity Zinta,2,3,4
Shah Rukh Khan,Shah Rukh Khan,4,7,8
Tom Cullen,Tom Cullen,3,6,6
Francesc Pagès,Francesc Pagès,1,2,2
Gary Lockwood,Gary Lockwood,1,2,2
Glenn Beck,Glenn Beck,1,2,2
Keir Dullea,Keir Dullea,1,2,2
Dee Wallace,Dee Wallace,4,8,8
Raoul Max Trujillo,Raoul Max Trujillo,1,2,2
Kelli Williams,Kelli Williams,1,2,2
Antonia Thomas,Antonia Thomas,1,2,2
Hannah Britland,Hannah Britland,1,2,2
Johnny Flynn,Johnny Flynn,1,2,2
Arjun Rampal,Arjun Rampal,1,2,2
Boman Irani,Boman Irani,1,2,2
Riteish Deshmukh,Riteish Deshmukh,2,4,4
Taylor Handley,Taylor Handley,1,2,2
Santiago Cabrera,Santiago Cabrera,1,2,2
Eric Elmosnino,Eric Elmosnino,1,2,2
François Damiens,François Damiens,1,2,2
Karin Viard,Karin Viard,2,4,4
Glen Powell,Glen Powell,2,4,4
Leigh Whannell,Leigh Whannell,3,5,6
Clare Kramer,Clare Kramer,1,2,2
Eddie Albert,Eddie Albert,2,4,4
Richard Beymer,Richard Beymer,2,4,4
Ted Raimi,Ted Raimi,4,7,8
Frances Bay,Frances Bay,2,4,4
Patricia Belcher,Patricia Belcher,2,4,4
Al Leong,Al Leong,2,4,4
Jack Wild,Jack Wild,1,2,2
Ron Moody,Ron Moody,1,2,2
Andrew Lawrence,Andrew Lawrence,1,2,2
Dabney Coleman,Dabney Coleman,2,4,4
Angelo Rossitto,Angelo Rossitto,2,4,4
Tina Turner,Tina Turner,1,2,2
Vernon Wells,Vernon Wells,3,6,6
Stephanie Lemelin,Stephanie Lemelin,1,2,2
Hayley Kiyoko,Hayley Kiyoko,1,2,2
Vanity,Vanity,2,4,4
Austin O'Brien,Austin O'Brien,1,2,2
Jeff Fahey,Jeff Fahey,2,4,4
Sal Lopez,Sal Lopez,1,2,2
Shiri Appleby,Shiri Appleby,2,4,4
Tom Waits,Tom Waits,1,2,2
Isiah Whitlock Jr.,Isiah Whitlock Jr.,1,2,2
Herbert Lom,Herbert Lom,2,4,4
Jaden Klein,Jaden Klein,1,2,2
Laila Haley,Laila Haley,1,2,2
Johnny Whitworth,Johnny Whitworth,2,4,4
Eddie Jones,Eddie Jones,2,4,4
Richard Lynch,Richard Lynch,2,4,4
Ronald Pickup,Ronald Pickup,1,2,2
Tina Desai,Tina Desai,1,2,2
Charlie Murphy,Charlie Murphy,1,2,2
Jennifer Tung,Jennifer Tung,1,2,2
Simon Rhee,Simon Rhee,1,2,2
Steve Oedekerk,Steve Oedekerk,1,2,2
Michael Gross,Michael Gross,2,4,4
Reba McEntire,Reba McEntire,1,2,2
Lindy Booth,Lindy Booth,2,4,4
Byron Mann,Byron Mann,1,2,2
Carlos Alazraqui,Carlos Alazraqui,1,2,2
Harry Styles,Harry Styles,1,2,2
Niall Horan,Niall Horan,1,2,2
Zayn Malik,Zayn Malik,1,2,2
Chad Allen,Chad Allen,1,2,2
Chase Ellison,Chase Ellison,2,4,4
Jack Guzman,Jack Guzman,1,2,2
Jasper Cole,Jasper Cole,1,2,2
Rob Huebel,Rob Huebel,2,4,4
Michaela Conlin,Michaela Conlin,1,2,2
Tamara Taylor,Tamara Taylor,2,4,4
Johanna Braddy,Johanna Braddy,2,4,4
Lee Tergesen,Lee Tergesen,1,2,2
Carlo Cecchi,Carlo Cecchi,1,2,2
Clotilde Mollet,Clotilde Mollet,1,2,2
Johannes Silberschneider,Johannes Silberschneider,1,2,2
Iddo Goldberg,Iddo Goldberg,2,4,4
India de Beaufort,India de Beaufort,1,2,2
Jillian Estell,Jillian Estell,1,2,2
François Chau,François Chau,1,2,2
Toby Huss,Toby Huss,1,2,2
Evan Ross,Evan Ross,2,4,4
Alba Rohrwacher,Alba Rohrwacher,1,2,2
Flavio Parenti,Flavio Parenti,1,2,2
Waris Ahluwalia,Waris Ahluwalia,1,2,2
Lesley Ann Warren,Lesley Ann Warren,2,4,4
Dennis Burkley,Dennis Burkley,1,2,2
Tim DeKay,Tim DeKay,2,4,4
Gillian White,Gillian White,1,2,2
Eoin Macken,Eoin Macken,1,2,2
Gen Seto,Gen Seto,1,2,2
Stephanie Vogt,Stephanie Vogt,1,2,2
Dree Hemingway,Dree Hemingway,1,2,2
Maria Dizzia,Maria Dizzia,1,2,2
Eddie 'Piolin' Sotelo,Eddie 'Piolin' Sotelo,1,2,2
Robert Peters,Robert Peters,2,4,4
Naseeruddin Shah,Naseeruddin Shah,2,4,4
Rekha,Rekha,2,4,4
Sharat Saxena,Sharat Saxena,1,2,2
Carol Sutton,Carol Sutton,1,2,2
Scott A. Martin,Scott A. Martin,1,2,2
Robert Pralgo,Robert Pralgo,2,4,4
