actor,degree,strength,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years,betweenness,eigenvector
Kari Matchett,6,6,3,6.133333333333333,6.8,16815.666666666668,27052.0,7,1.0,0.0003013053092948,0.0003265427688389
Sonia Braga,4,4,2,6.0,6.4,10199.0,19686.0,3,18.0,0.000262768605181,2.237333549291428e-05
Bill Nunn,6,6,3,6.0,6.1,18811.0,37611.0,7,8.0,4.322256301009688e-05,0.0111331019777799
Beth Grant,16,16,8,6.6375,8.0,99679.875,383784.0,7,25.0,0.0002354409046349,0.0160083379742283
Dagmara Dominczyk,10,10,5,6.0200000000000005,6.6,17457.6,34592.0,5,13.0,0.0002266760868487,0.0046693338799389
Matthew Glave,2,2,1,6.2,6.2,34592.0,34592.0,2,0.0,0.0,0.0008829433574646
Mariah Carey,4,6,3,5.566666666666666,7.3,64441.0,86956.0,3,8.0,4.6739346350241294e-05,0.0010443209210254
Jason Marsden,4,4,2,6.3,6.6,10220.5,17859.0,3,16.0,4.6739346350241294e-05,0.0044181895776402
David Clennon,4,4,2,7.5,8.2,130871.5,258078.0,5,10.0,3.244266705479251e-06,0.0005773713621261
Richard Masur,2,2,1,8.2,8.2,258078.0,258078.0,3,0.0,0.0,0.000299469466107
Nolan Gerard Funk,6,6,3,5.3,6.4,64060.666666666664,125305.0,5,1.0,4.976303898253675e-05,0.0055623388510345
Leonor Varela,8,8,4,5.425000000000001,5.9,3643.5,5699.0,8,14.0,3.4268079824197875e-05,0.0028816649507625
Usher Raymond,4,4,2,3.4000000000000004,5.2,39554.0,74351.0,7,10.0,4.6739346350241294e-05,0.001011467747666
Harry Treadaway,4,4,2,6.9,7.3,50146.5,52908.0,5,1.0,7.414852419022026e-06,0.0082103494619293
David Walliams,2,2,1,4.8,4.8,6691.0,6691.0,4,0.0,0.0,0.0010912908004325
Ryan Cartwright,2,2,1,4.8,4.8,6691.0,6691.0,4,0.0,0.0,0.0010912908004325
Maggie Siff,2,2,1,5.2,5.2,55617.0,55617.0,4,0.0,0.0,0.001855353242638
Nick Robinson,2,2,1,5.2,5.2,55617.0,55617.0,4,0.0,0.0,0.001855353242638
Phylicia Rashad,4,4,2,6.550000000000001,7.7,76530.0,146708.0,4,3.0,6.475514532316673e-06,0.0039572288258615
Owen Burke,2,2,1,7.6,7.6,280228.0,280228.0,3,0.0,0.0,0.0022639892724932
Anthony Simcoe,2,2,1,6.0,6.0,28109.0,28109.0,4,0.0,0.0,0.0028943924569261
Christopher James Baker,2,2,1,6.0,6.0,28109.0,28109.0,4,0.0,0.0,0.0028943924569261
Alexandra Maria Lara,10,10,5,7.580000000000001,8.3,128849.8,312629.0,9,9.0,0.0001154660257403,0.007435657177178
Jim Meskimen,4,4,2,8.05,8.1,307010.0,372990.0,1,8.0,4.664586765754081e-05,0.0004559941753559
Neil Flynn,6,6,3,6.866666666666667,8.0,164527.0,245989.0,4,7.0,0.0001139702540268,0.0041163588169863
Patton Oswalt,6,6,3,6.866666666666667,8.0,120240.0,241030.0,3,12.0,0.0001840473418612,0.0065233882371959
Michael Roark,2,2,1,6.9,6.9,17948.0,17948.0,2,0.0,0.0,0.0104171968177249
Laura Harring,10,10,5,6.719999999999999,8.0,98035.8,235992.0,10,6.0,0.0001340151968191,0.009200082756513
Tamala Jones,12,12,6,5.25,6.9,14765.666666666666,60572.0,8,10.0,4.955326670534963e-05,0.0047344718747766
Laura-Leigh,2,2,1,7.0,7.0,316671.0,316671.0,2,0.0,0.0,0.0008768964185002
Molly C. Quinn,4,4,2,5.65,7.0,159738.5,316671.0,3,0.0,9.865721393901117e-07,0.0010624213997867
Barbara Carrera,2,2,1,6.2,6.2,48636.0,48636.0,3,0.0,0.0,2.453416532360698e-05
Bernie Casey,2,2,1,6.2,6.2,48636.0,48636.0,3,0.0,0.0,2.453416532360698e-05
Klaus Maria Brandauer,4,4,2,6.45,6.7,32183.0,48636.0,4,8.0,0.0004787978640118,0.0005498275563426
Charlie McDermott,4,4,2,6.800000000000001,7.2,80465.0,139184.0,4,2.0,4.6739346350241294e-05,0.0005765127024143
Collette Wolfe,8,8,4,5.8999999999999995,6.4,71123.0,139184.0,4,6.0,7.311993000760322e-05,0.0080183626969623
Taylor Blackwell,2,2,1,6.4,6.4,6069.0,6069.0,2,0.0,0.0,0.0104171968177249
Reeve Carney,4,4,2,6.1,6.8,9261.0,12375.0,6,11.0,3.2164587850370542e-06,0.0032267928916348
Colin O'Donoghue,2,2,1,6.0,6.0,75864.0,75864.0,4,0.0,0.0,0.0061918342624837
Blair Underwood,14,14,7,6.085714285714286,7.8,44421.0,220591.0,8,26.0,0.0001066228751374,0.0106339583946968
Mason Gamble,2,2,1,7.8,7.8,220591.0,220591.0,3,0.0,0.0,0.0010304278679666
Kenan Thompson,12,14,7,4.685714285714285,5.7,39857.42857142857,115650.0,10,12.0,5.794711828856466e-05,0.0048505941516063
Omid Abtahi,2,2,1,4.5,4.5,8860.0,8860.0,5,0.0,0.0,0.0003988772813886
Kwok-Kwan Chan,4,4,2,7.25,7.3,39417.5,56923.0,6,14.0,2.1060516694381367e-05,0.0003396129411013
Lynn Hung,2,2,1,7.2,7.2,21912.0,21912.0,4,0.0,0.0,0.000327144360891
William Hootkins,16,16,8,6.0375000000000005,8.5,128742.625,661017.0,12,24.0,0.000361068002747,0.0131305993725324
Lily Cole,6,6,3,6.166666666666667,6.8,49464.0,126307.0,7,4.0,2.694634649902109e-05,0.0038812026709691
Catherine Dyer,2,2,1,7.7,7.7,223127.0,223127.0,3,0.0,0.0,0.0004246452653408
Quinton Aaron,8,10,5,5.480000000000001,7.7,70562.4,223127.0,8,6.0,0.0006642863052981,0.008346013467312
Aimee Garcia,10,10,5,4.779999999999999,6.6,16710.8,58297.0,10,6.0,0.0002128864444933,0.0017000777943857
Jon Foo,4,4,2,6.449999999999999,7.1,16197.5,30210.0,5,0.0,4.6739346350241294e-05,0.0002113862478503
Reginald Ballard,2,2,1,6.9,6.9,353442.0,353442.0,2,0.0,0.0,0.0031446499521752
Bruce Green,2,2,1,7.7,7.7,240962.0,240962.0,3,0.0,0.0,0.0080321309748311
Rebecca Mader,2,2,1,6.8,6.8,286178.0,286178.0,3,0.0,0.0,0.0087868387530823
Nichelle Nichols,6,14,7,6.528571428571429,7.7,56369.0,91414.0,8,23.0,0.000109596461983,0.0047167003997475
Walter Koenig,4,10,5,6.540000000000001,7.3,46368.8,63330.0,7,18.0,4.664586765754081e-05,0.0021382601289289
Robert Mitchum,4,4,2,7.15,7.3,94449.5,127503.0,5,3.0,1.350442429142522e-05,0.0147637515692095
Amy Schumer,2,2,1,6.3,6.3,94241.0,94241.0,2,0.0,0.0,0.0004295782518816
Josh Segarra,2,2,1,6.3,6.3,94241.0,94241.0,2,0.0,0.0,0.0004295782518816
Nicole Sullivan,2,2,1,5.9,5.9,33887.0,33887.0,2,0.0,0.0,0.0011386488051072
Sherri Shepherd,2,2,1,5.9,5.9,33887.0,33887.0,2,0.0,0.0,0.0011386488051072
Matt McCoy,2,2,1,8.3,8.3,414219.0,414219.0,4,0.0,0.0,0.0034411928440743
Lauren Ambrose,8,8,4,6.175,6.5,34279.0,62198.0,4,15.0,5.6431807443252094e-05,0.0028079796960948
Jordan Lund,2,2,1,5.8,5.8,61018.0,61018.0,4,0.0,0.0,0.0012037844360914
Marg Helgenberger,4,4,2,5.8,5.8,31352.0,61018.0,6,2.0,9.502646466998292e-06,0.004818273282574
Natasha Henstridge,12,14,7,5.671428571428572,6.7,36695.0,90374.0,11,18.0,0.0003647633958853,0.0233796268114833
Amanda Wyss,2,4,2,7.5,7.5,149289.0,149293.0,1,0.0,0.0,0.0173251012309345
Lin Shaye,23,30,15,6.26,7.5,96315.46666666666,247289.0,14,31.0,0.0003942439043111,0.0294688004328502
Anne Parillaud,2,2,1,6.4,6.4,125219.0,125219.0,2,0.0,0.0,0.0034474150193231
Judith Godrèche,2,2,1,6.4,6.4,125219.0,125219.0,2,0.0,0.0,0.0034474150193231
Kevin Connolly,8,8,4,7.7250000000000005,8.5,144839.75,396396.0,7,8.0,4.716647216771019e-05,0.0111327331364727
Kiersey Clemons,4,4,2,6.65,7.3,42323.0,56605.0,3,1.0,9.493892958931796e-05,0.0022117345413215
Al Freeman Jr.,2,2,1,7.7,7.7,63923.0,63923.0,4,0.0,0.0,0.0061014886875261
Charlyne Yi,4,4,2,6.6,7.0,201297.5,298590.0,2,5.0,7.047561302406871e-06,0.0007621998060348
Mackenzie Aladjem,2,2,1,6.2,6.2,104005.0,104005.0,1,0.0,0.0,0.0001842342404493
Craig Parker,2,2,1,6.6,6.6,119974.0,119974.0,5,0.0,0.0,0.0002021760863983
Steven Mackintosh,10,10,5,7.040000000000001,8.4,46262.4,119974.0,12,17.0,0.0002041787634781,0.0037704751430317
Christine Taylor,4,4,2,5.75,6.2,44648.5,57140.0,6,11.0,0.0006107441862522,0.0035591835618679
Victor Webster,2,2,1,5.9,5.9,25883.0,25883.0,2,0.0,0.0,0.0012488804349408
Jaymes Butler,2,2,1,6.7,6.7,198701.0,198701.0,3,0.0,0.0,0.0028994016840308
Heather O'Rourke,3,6,3,6.433333333333334,7.4,74694.66666666667,105448.0,3,6.0,2.2176654777473736e-06,0.0026229975474481
Zelda Rubinstein,3,6,3,6.433333333333334,7.4,74694.66666666667,105448.0,3,6.0,2.2176654777473736e-06,0.0026229975474481
Beau Bridges,12,12,6,6.266666666666667,7.3,63310.333333333336,205284.0,7,28.0,7.297141974287586e-05,0.0088410765570533
Jamie Hector,2,2,1,5.4,5.4,107772.0,107772.0,5,0.0,0.0,0.0030913694457377
Danneel Ackles,6,6,3,5.566666666666666,6.6,61239.666666666664,113918.0,6,3.0,1.5677698754197355e-05,0.0025932418564732
Ashley Williams,6,6,3,6.666666666666667,7.1,62139.0,92599.0,7,3.0,2.6793445465725023e-05,0.0078487684341465
Kirsten Day,2,2,1,5.9,5.9,48019.0,48019.0,3,0.0,0.0,0.0006517604771612
Steve Howey,10,10,5,4.74,5.9,35894.0,79094.0,7,6.0,5.458773981143455e-05,0.007416809513763
Jodi Lyn O'Keefe,6,6,3,6.3,7.0,17858.333333333332,43879.0,6,13.0,5.482342563084418e-05,0.0101887331757152
Logan Browning,4,4,2,7.1,7.2,1192.5,1641.0,2,0.0,5.1926503112802655e-06,0.0012378880611253
Joyce Van Patten,2,2,1,7.3,7.3,16323.0,16323.0,4,0.0,0.0,6.081244847257701e-05
Tatum O'Neal,2,2,1,7.3,7.3,16323.0,16323.0,4,0.0,0.0,6.081244847257701e-05
Vic Morrow,4,4,2,6.9,7.3,20968.0,25613.0,7,7.0,0.000262768605181,0.0013633066796159
Raul Julia,4,4,2,5.3,6.8,74861.0,96607.0,5,3.0,9.494087730260654e-06,0.0011742698884186
Ed Stoppard,2,2,1,8.5,8.5,497946.0,497946.0,3,0.0,0.0,3.364183112304413e-05
Emilia Fox,2,2,1,8.5,8.5,497946.0,497946.0,3,0.0,0.0,3.364183112304413e-05
Frank Finlay,8,8,4,6.975,8.5,129236.75,497946.0,9,32.0,0.0001168515025455,0.0007544604980456
Hiam Abbass,2,2,1,6.8,6.8,8143.0,8143.0,3,0.0,0.0,3.337632973246063e-05
Keisha Castle-Hughes,6,6,3,7.3,7.6,18459.333333333332,34232.0,6,9.0,0.0006180811161355,0.0007483564394508
Shaun Toub,4,4,2,7.199999999999999,7.6,38131.0,68119.0,3,1.0,0.0005251632955913,3.349885082080177e-05
Brian Van Holt,6,8,4,5.425,6.7,55806.75,94463.0,5,5.0,7.5412483876681e-06,0.0016234019626254
Paris Hilton,4,6,3,5.766666666666667,6.7,69779.33333333333,94463.0,3,3.0,5.272090838727228e-06,0.0026338026208208
Colin Stinton,2,2,1,7.3,7.3,168314.0,168314.0,2,0.0,0.0,0.0078185366923474
Aaliyah,4,4,2,5.65,6.1,50515.5,57040.0,6,2.0,1.2579100513558318e-05,0.0045463211768968
Kevin Peter Hall,2,2,1,6.2,6.2,105478.0,105478.0,3,0.0,0.0,0.0007767857134732
Jesse Tyler Ferguson,2,2,1,6.2,6.2,40964.0,40964.0,3,0.0,0.0,0.0010811992160645
Joseph Cross,4,4,2,6.2,6.2,30482.0,40964.0,4,2.0,4.7878292255799725e-05,0.0012828274023388
Douglas Smith,6,6,3,6.166666666666667,6.6,19466.0,48621.0,6,14.0,1.3902825746799976e-05,0.0034406230485855
Sam J. Jones,2,2,1,6.4,6.4,38017.0,38017.0,3,0.0,0.0,0.0014860713433257
Carmen Ejogo,4,4,2,6.1,7.1,37124.5,45992.0,7,3.0,1.1046987249616133e-05,0.0019030938525955
Cicely Tyson,14,14,7,5.428571428571429,6.4,11650.285714285714,28257.0,10,8.0,9.07287874335423e-05,0.0034518658240329
Leon Rippy,2,2,1,6.6,6.6,31751.0,31751.0,4,0.0,0.0,0.0035434611108091
Bill Bailey,4,4,2,7.0,7.9,185962.5,352695.0,5,3.0,0.0003091340367604,0.0004803858265563
Eros Vlahos,2,2,1,6.1,6.1,19230.0,19230.0,3,0.0,0.0,0.0004786176419861
Frank Whaley,4,4,2,6.0,6.6,8802.0,17124.0,4,9.0,9.643204641396142e-06,0.0015527603836773
Nicki Aycox,4,4,2,5.75,5.9,61679.0,78256.0,5,5.0,0.000194995018671,0.0011558874469221
Joanna Lumley,4,4,2,6.85,7.4,118292.5,188785.0,7,1.0,1.5170253421268403e-05,0.0159110112431432
Pip Torrens,2,2,1,5.6,5.6,15788.0,15788.0,5,0.0,0.0,0.0048922024762525
Richard Thomas,2,2,1,7.4,7.4,54643.0,54643.0,2,0.0,0.0,0.0058754853132938
Drake Bell,8,8,4,5.375,7.6,51590.5,143137.0,9,14.0,2.0136488704890143e-05,0.0030397047049967
Marion Ross,2,2,1,4.5,4.5,52052.0,52052.0,4,0.0,0.0,0.0008562153119083
Alona Tal,4,4,2,5.4,6.2,37279.5,63548.0,4,5.0,6.260079742548244e-06,0.0005628757382096
Michael Beach,2,2,1,6.2,6.2,63548.0,63548.0,3,0.0,0.0,0.0002310130805837
Portia de Rossi,4,4,2,5.6,6.2,40258.0,54390.0,2,6.0,2.2438755058986124e-06,0.001678613062531
Shannon Elizabeth,12,14,7,5.771428571428571,7.0,108199.28571428571,315549.0,2,6.0,0.0001434728487108,0.0102801695535884
Jim Gaffigan,12,12,6,6.25,7.2,40348.0,106098.0,6,8.0,0.0001311194007395,0.0032642039247831
Michael Mosley,2,2,1,5.1,5.1,34948.0,34948.0,3,0.0,0.0,0.0002496289198866
Richard T. Jones,6,6,3,6.366666666666667,7.1,83155.66666666667,207934.0,6,16.0,3.664341943825185e-05,0.0025803845417885
Alex Jennings,4,4,2,6.9,7.3,56731.5,85333.0,5,4.0,1.35486056273997e-05,0.0026000789818596
Lucy Gordon,2,2,1,6.5,6.5,28130.0,28130.0,4,0.0,0.0,0.0024843893515613
Wendell Pierce,8,10,5,6.4799999999999995,7.1,53941.6,90046.0,8,13.0,3.219963590800553e-05,0.0150921456655524
Austin Nichols,6,6,3,6.2,7.2,33692.0,51842.0,7,4.0,7.240571030933579e-05,0.0100573475291431
Brooke Shields,6,6,3,5.199999999999999,6.1,36699.333333333336,50125.0,8,30.0,2.434489225158177e-05,0.0055419979993878
Matt Prokop,4,4,2,4.15,4.5,28097.0,43795.0,6,2.0,5.704104837022215e-06,0.0016915649819865
Cariba Heine,2,2,1,5.2,5.2,11482.0,11482.0,3,0.0,0.0,0.0001326247006682
Richard Brancatisano,2,2,1,5.2,5.2,11482.0,11482.0,3,0.0,0.0,0.0001326247006682
Lysette Anthony,2,2,1,6.0,6.0,23351.0,23351.0,3,0.0,0.0,0.0053580118639777
Christopher Rich,2,2,1,5.7,5.7,4795.0,4795.0,4,0.0,0.0,6.556253832171035e-05
Dann Florek,2,2,1,5.7,5.7,4795.0,4795.0,4,0.0,0.0,6.556253832171035e-05
Rosanna Arquette,8,8,4,5.775,6.1,13272.0,30511.0,9,20.0,0.0001422798908421,0.0014695356435485
Jason Behr,2,2,1,6.8,6.8,28542.0,28542.0,1,0.0,0.0,0.0046743800189846
Michiel Huisman,8,8,4,7.35,7.8,71217.25,93767.0,8,9.0,0.0001861696791398,0.0095461624402741
Bashar Rahal,6,6,3,4.833333333333333,5.7,17737.0,31918.0,7,6.0,5.4750539140226335e-05,0.0010322413047748
Shawn Doyle,2,2,1,5.5,5.5,31918.0,31918.0,4,0.0,0.0,0.0009286530010173
Lela Rochon,2,2,1,4.8,4.8,11512.0,11512.0,3,0.0,0.0,0.0009601929979096
Paul Sorvino,24,24,12,6.500000000000001,8.7,71545.91666666667,728685.0,16,35.0,0.0008353108805868,0.0215279527930061
Ray Nicholas,2,2,1,4.8,4.8,11512.0,11512.0,3,0.0,0.0,0.0009601929979096
Maurice Compte,2,4,2,5.7,5.7,47500.0,47502.0,4,0.0,0.0,0.0011581160164386
Benno Fürmann,4,4,2,5.6,6.1,12591.0,14962.0,4,3.0,4.6739346350241294e-05,0.0024455964094968
Jade Kindar-Martin,2,2,1,7.4,7.4,77394.0,77394.0,4,0.0,0.0,0.0026773993272148
Soleyman Pierini,2,2,1,7.4,7.4,77394.0,77394.0,4,0.0,0.0,0.0026773993272148
Angus Macfadyen,4,4,2,5.25,5.9,56638.0,111087.0,5,10.0,7.146821734213696e-06,0.0011175664289722
Lee Arenberg,2,2,1,4.6,4.6,2189.0,2189.0,3,0.0,0.0,0.00044629488586
Marley Shelton,12,12,6,5.666666666666667,6.5,18101.166666666668,56338.0,11,12.0,0.0001821563612195,0.0093335959006792
Warren Brown,2,2,1,8.6,8.6,70568.0,70568.0,4,,0.0,0.0006824662983894
Rie Rasmussen,2,2,1,6.3,6.3,28584.0,28584.0,4,0.0,0.0,0.0001741186164903
Isabelle Carré,2,2,1,7.1,7.1,4885.0,4885.0,4,0.0,0.0,0.0001576962720297
Beverly D'Angelo,20,20,10,6.5200000000000005,8.6,112707.6,782437.0,9,35.0,0.0002524036976096,0.0178930507745996
Aml Ameen,2,2,1,6.8,6.8,310903.0,310903.0,4,0.0,0.0,5.023241572580357e-05
Jacob Latimore,2,2,1,6.8,6.8,310903.0,310903.0,4,0.0,0.0,5.023241572580357e-05
June Diane Raphael,2,2,1,5.4,5.4,23072.0,23072.0,1,0.0,0.0,0.0041359089798991
Melissa McMeekin,4,4,2,6.65,7.9,149470.5,275869.0,4,5.0,6.552095713668276e-06,0.008615456045945
Ellen Burstyn,17,20,10,6.869999999999999,8.4,118884.6,573541.0,8,42.0,0.0002842585577887,0.0209371458415321
Hudson Leick,2,2,1,5.2,5.2,8367.0,8367.0,5,0.0,0.0,0.000335429169993
Kevin J. O'Connor,4,4,2,6.35,7.5,16672.0,24977.0,6,1.0,6.521060457090112e-05,0.0015321044024783
Sami Gayle,2,2,1,5.5,5.5,36914.0,36914.0,4,0.0,0.0,0.0037096759065969
Hayley Lovitt,2,2,1,7.1,7.1,50041.0,50041.0,2,0.0,0.0,0.0006009067457508
Melissa Benoist,6,6,3,7.566666666666666,8.5,156663.0,399138.0,4,1.0,0.0002661851947732,0.0134765323168329
Tiago Riani,2,2,1,7.1,7.1,50041.0,50041.0,2,0.0,0.0,0.0006009067457508
Eva Marie Saint,4,4,2,6.0,6.4,6083.5,8427.0,5,5.0,4.941429928701204e-06,0.0006469524603238
Vincent Perez,4,4,2,6.1,6.6,10890.5,18041.0,5,7.0,4.848827104086835e-06,0.0007336504851616
Fana Mokoena,2,2,1,7.1,7.1,21223.0,21223.0,3,0.0,0.0,2.5685585517982632e-05
Terry Pheto,8,8,4,7.05,7.3,16448.75,25063.0,4,8.0,0.0004026127294609,0.0005758220459575
Tony Kgoroge,2,2,1,7.1,7.1,21223.0,21223.0,3,0.0,0.0,2.5685585517982635e-05
Dato Bakhtadze,2,2,1,4.9,4.9,49312.0,49312.0,5,0.0,0.0,6.2998439368323415e-06
Veronika Vernadskaya,2,2,1,4.9,4.9,49312.0,49312.0,5,0.0,0.0,6.2998439368323415e-06
Ryan Guzman,6,6,3,5.466666666666666,6.5,24359.0,45394.0,6,3.0,6.314150394293091e-05,0.0004232266680456
Stephen Boss,4,4,2,6.35,6.5,46345.5,47297.0,3,2.0,2.2912272823235663e-05,0.0001913538102596
Rachel Blanchard,8,10,5,5.76,6.5,78461.8,132963.0,9,7.0,4.801207197170386e-05,0.0084753703468303
Chris Ellis,2,2,1,5.3,5.3,22220.0,22220.0,4,0.0,0.0,0.0032689788077976
Eddie Jemison,4,4,2,6.8,7.1,80978.0,124242.0,6,3.0,2.2854839177746904e-06,0.0009400395516418
Marco St. John,4,4,2,5.8,6.5,68634.0,124242.0,9,6.0,4.916141879368319e-06,0.0005589882634913
Robert John Burke,6,6,3,5.966666666666666,6.5,51198.666666666664,83097.0,7,15.0,2.5163746982346552e-05,0.0153421720229096
Kenny Baker,6,8,4,8.225000000000001,8.8,619150.75,911097.0,5,6.0,4.841259890318992e-06,0.0099321196766387
Ryan Kruger,2,2,1,6.0,6.0,62770.0,62770.0,3,0.0,0.0,0.0001867260170875
David Kross,4,4,2,7.35,7.6,100778.0,189812.0,4,8.0,1.3152705359455925e-05,0.005923919978956
Susanne Lothar,2,2,1,7.6,7.6,189812.0,189812.0,2,0.0,0.0,0.0037136369177805
David Gallagher,4,4,2,6.4,6.4,38662.0,63839.0,5,9.0,5.24612994925705e-06,0.0060794874125828
Kyra Sedgwick,8,10,5,6.08,6.4,40725.0,63839.0,9,16.0,6.836040470892358e-05,0.009499811747756
Héctor Jiménez,6,6,3,5.6000000000000005,6.1,24975.0,65551.0,6,10.0,6.924841931316499e-06,0.0045297451847224
Steve Bannos,2,2,1,6.8,6.8,218711.0,218711.0,2,0.0,0.0,0.0002912782097589
Wendi McLendon-Covey,6,6,3,5.966666666666666,6.8,87969.0,218711.0,4,4.0,1.979348097001241e-05,0.0037620830155133
Portia Doubleday,4,6,3,5.400000000000001,5.9,78720.33333333333,108248.0,6,2.0,6.667586108871714e-06,0.0097857519098774
Cas Anvar,8,8,4,7.075,8.3,143968.0,379462.0,6,12.0,4.865653732486662e-05,0.0069583195405974
Russell Peters,4,4,2,5.5,7.5,194485.5,379462.0,4,5.0,4.984348351371276e-06,0.0046098971297822
Danny Nucci,2,2,1,7.1,7.1,38949.0,38949.0,4,0.0,0.0,9.474649221236832e-05
Illeana Douglas,10,10,5,6.0200000000000005,7.1,23954.8,62468.0,9,12.0,8.203166493386414e-05,0.0021240933630799
Michael DeLorenzo,2,2,1,7.1,7.1,38949.0,38949.0,4,0.0,0.0,9.47464922123683e-05
Judy Davis,10,10,5,6.860000000000001,7.4,27115.6,67893.0,9,29.0,0.0004496976551822,0.0044736711878453
Julian Richings,18,18,9,6.51111111111111,7.6,54138.444444444445,160511.0,11,18.0,0.000560730964889,0.0111896228142275
John Belushi,6,6,3,7.133333333333333,7.9,85939.33333333333,142448.0,5,2.0,5.476755123084021e-05,0.0043173411158428
Holmes Osborne,4,4,2,7.0,7.1,17018.5,24019.0,7,3.0,9.91771803744422e-06,0.0014049557020115
Ken Howard,6,6,3,6.766666666666666,7.6,21743.333333333332,48909.0,9,33.0,1.6595436198915014e-05,0.002313192728327
Kyle Schmid,6,6,3,6.466666666666666,7.5,90328.33333333333,186606.0,9,1.0,4.183942431629665e-05,0.0053701889135885
Pat Hingle,2,2,1,6.4,6.4,69197.0,69197.0,3,0.0,0.0,0.0034562219688001
Roberts Blossom,4,4,2,7.0,7.6,54438.5,69197.0,4,7.0,0.0001178235779254,0.0036536813007231
Mike Doyle,2,2,1,5.9,5.9,18771.0,18771.0,2,0.0,0.0,0.0009023139231517
Nora Dunn,6,6,3,5.233333333333333,5.9,22234.0,45144.0,5,8.0,5.382002848290309e-05,0.001016627306225
Marc Anthony,2,2,1,6.8,6.8,53028.0,53028.0,2,0.0,0.0,0.0032280256370741
Sonja Sohn,4,4,2,7.0,7.2,27502.0,53028.0,2,1.0,4.6739346350241294e-05,0.003239862220669
Andrea Martin,9,10,5,6.62,9.5,15069.4,26300.0,11,10.0,0.0001181466176397,0.0031048956972589
George Kennedy,11,14,7,6.3,6.9,40299.0,83269.0,9,27.0,0.0003009113992051,0.004564229337734
Rollo Weeks,2,2,1,5.7,5.7,3088.0,3088.0,5,0.0,0.0,0.0003879218435956
Simon Callow,8,8,4,6.95,7.8,74322.5,175524.0,6,17.0,0.0001259943454429,0.0062986919954587
Jean Louisa Kelly,2,2,1,7.3,7.3,30230.0,30230.0,2,0.0,0.0,0.00071887414241
Doug Cockle,2,2,1,6.3,6.3,17319.0,17319.0,6,0.0,0.0,0.0049110713395745
Hope Davis,20,20,10,6.94,7.3,47143.1,107557.0,11,17.0,0.0003058409706421,0.031204468041893
Brian McNamara,2,2,1,6.3,6.3,50389.0,50389.0,4,0.0,0.0,0.0002963608451582
Peter Jason,4,4,2,6.8,7.3,61945.0,73501.0,5,2.0,4.6739346350241294e-05,0.0002974481025639
Chita Rivera,2,2,1,7.2,7.2,172080.0,172080.0,3,0.0,0.0,0.0008011089945085
Jayne Eastwood,4,4,2,6.85,7.2,94152.0,172080.0,5,5.0,3.362668400205698e-06,0.0021777915075596
Joey Lauren Adams,9,10,5,6.5,7.3,76301.4,161858.0,5,13.0,4.55566746570836e-05,0.019699862113713
Dillon Casey,2,2,1,6.8,6.8,145852.0,145852.0,2,0.0,0.0,0.0019067737160226
Lucas Bryant,2,2,1,6.8,6.8,145852.0,145852.0,2,0.0,0.0,0.0019067737160226
Carel Struycken,2,2,1,6.8,6.8,96607.0,96607.0,2,0.0,0.0,0.0006931470128824
Heather Matarazzo,8,8,4,6.4,7.5,33401.75,94049.0,5,7.0,0.0001156831881649,0.0053751620485353
Rodger Bumpass,2,2,1,7.0,7.0,58906.0,58906.0,5,0.0,0.0,0.0058448807203747
Spencer Treat Clark,6,6,3,6.3999999999999995,8.0,140633.66666666666,338415.0,5,14.0,0.0001068089342238,0.0061886211331768
Tom Guiry,4,4,2,7.6,8.0,170947.5,338415.0,5,0.0,0.0001748986151892,0.0013383592148293
Mike Colter,6,6,3,6.8,8.1,160843.0,482064.0,5,11.0,7.373127030241636e-05,0.0124239937422791
Bern Cohen,2,2,1,6.1,6.1,124501.0,124501.0,2,0.0,0.0,0.0025828761853757
Yetta Gottesman,2,2,1,6.1,6.1,124501.0,124501.0,2,0.0,0.0,0.0025828761853757
Casey Kasem,2,2,1,6.1,6.1,8146.0,8146.0,5,0.0,0.0,0.0003877353597961
Melinda Dillon,4,4,2,7.15,7.7,75918.5,139288.0,3,14.0,3.4867880630297883e-06,0.0042814058662431
Chris Lowell,2,2,1,7.4,7.4,270238.0,270238.0,2,0.0,0.0,0.0084848683925576
Howard Hesseman,2,2,1,7.2,7.2,107557.0,107557.0,2,0.0,0.0,0.0013917815631164
June Squibb,2,2,1,7.2,7.2,107557.0,107557.0,2,0.0,0.0,0.0013917815631164
Tracie Thoms,2,2,1,7.4,7.4,428916.0,428916.0,5,0.0,0.0,0.0083315222919802
Christine Cavanaugh,4,4,2,6.35,6.8,54220.0,94435.0,6,3.0,1.0444097785700453e-05,0.000542951880121
Jean Smart,4,4,2,5.6,6.3,21771.5,34258.0,5,12.0,4.750240447255858e-06,0.0090244928401061
Maria Thayer,4,4,2,7.65,8.1,110844.0,217507.0,3,0.0,1.3136950921566177e-06,0.004113826740089
Zach Gilford,12,12,6,6.400000000000001,8.7,46347.333333333336,114241.0,10,5.0,0.0001669552227625,0.0101193539737737
Fionnula Flanagan,10,10,5,7.040000000000001,7.6,95973.2,268581.0,8,13.0,0.000230434972867,0.004229564840718
Tony Nappo,8,8,4,6.625000000000001,6.9,102323.0,188679.0,7,4.0,4.227964816280175e-05,0.0034528882815746
Antony Starr,4,4,2,6.9,7.9,40838.5,44198.0,6,1.0,2.865446412535284e-05,0.0049339600119292
