actor,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years
Phil Collins,1,5.4,5.4,11634.0,11634.0,4,0.0
Tony Jay,3,5.533333333333334,6.0,40083.666666666664,87538.0,8,15.0
Skye McCole Bartusiak,1,4.1,4.1,25960.0,25960.0,4,0.0
Charles Mesure,1,4.1,4.1,25960.0,25960.0,4,0.0
Barry Watson,2,4.75,5.4,18983.5,25960.0,5,3.0
Marc Macaulay,2,5.7,5.9,35822.0,62364.0,5,3.0
Kath Soucie,2,6.35,6.4,8749.5,13319.0,7,5.0
Ken Sansom,1,6.3,6.3,13319.0,13319.0,5,0.0
Aryana Engineer,1,7.0,7.0,141663.0,141663.0,3,0.0
Joseph Julian Soria,2,6.449999999999999,6.8,18255.5,18915.0,6,1.0
Denise Boutte,2,3.65,3.8,5741.0,9560.0,1,0.0
Lamman Rucker,3,4.2,5.6,4093.6666666666665,9811.0,4,3.0
David Mann,1,3.5,3.5,1922.0,1922.0,1,
Jamey Sheridan,1,8.1,8.1,195333.0,195333.0,4,0.0
Brian d'Arcy James,1,8.1,8.1,195333.0,195333.0,4,0.0
Richard Lawson,1,5.5,5.5,5427.0,5427.0,3,0.0
Alex Winter,1,6.2,6.2,49680.0,49680.0,5,0.0
Maximilian Schell,4,6.8,8.3,36834.75,44457.0,9,47.0
Yvette Mimieux,1,5.9,5.9,18481.0,18481.0,2,0.0
Thekla Reuten,1,6.3,6.3,79461.0,79461.0,3,0.0
Filippo Timi,1,6.3,6.3,79461.0,79461.0,3,0.0
Violante Placido,1,6.3,6.3,79461.0,79461.0,3,0.0
Dave Foley,2,3.8,4.1,21378.5,39095.0,3,9.0
Anneliese van der Pol,1,3.5,3.5,39095.0,39095.0,1,0.0
Harriet Walter,1,7.5,7.5,243799.0,243799.0,1,0.0
Dermot Crowley,1,7.5,7.5,243799.0,243799.0,1,0.0
Jeremy Shada,1,7.2,7.2,136048.0,136048.0,2,0.0
Keram Malicki-Sánchez,1,4.8,4.8,35131.0,35131.0,2,0.0
Gunnar Hansen,3,6.6000000000000005,7.5,75984.0,96411.0,2,39.0
Shaun Sipos,2,5.699999999999999,6.6,20078.0,35131.0,3,2.0
William McNamara,4,4.85,6.6,10933.25,42315.0,9,20.0
Marisa Saks,1,3.5,3.5,50337.0,50337.0,1,0.0
Lee Marvin,4,7.275,8.1,20629.75,53741.0,8,7.0
Lucas Grabeel,4,5.5249999999999995,7.6,69877.0,136673.0,8,2.0
María Botto,1,6.3,6.3,12276.0,12276.0,4,0.0
Jan Cornet,2,6.8,7.3,6207.5,12276.0,5,1.0
Francesca Rettondini,1,5.5,5.5,75920.0,75920.0,1,0.0
Isaiah Washington,3,6.266666666666667,6.9,31496.666666666668,75920.0,4,8.0
Jeff Perry,1,6.5,6.5,90677.0,90677.0,4,0.0
Skyler Samuels,2,6.05,6.5,37375.0,51326.0,3,6.0
Romi Aboulafia,1,6.9,6.9,55441.0,55441.0,2,0.0
Jesper Christensen,1,6.9,6.9,55441.0,55441.0,2,0.0
Margaret Cho,1,3.9,3.9,26624.0,26624.0,2,0.0
Jason Beghe,1,3.9,3.9,26624.0,26624.0,2,0.0
Christine Lakin,2,5.55,5.8,26129.5,41273.0,5,0.0
James Wolk,3,5.7,6.0,18393.0,41273.0,4,4.0
Jasper Levine,1,7.0,7.0,185587.0,185587.0,3,0.0
Thomas Law,1,7.0,7.0,185587.0,185587.0,3,0.0
Kay Panabaker,2,5.45,5.9,14969.5,15877.0,8,2.0
Jay Laga'aia,1,6.5,6.5,105797.0,105797.0,4,0.0
Tiffany Lamb,1,6.5,6.5,105797.0,105797.0,4,0.0
Damien Garvey,2,5.4,6.5,54450.5,105797.0,6,5.0
Geoff Stults,5,5.4399999999999995,6.4,25582.4,101730.0,3,10.0
Brett Cullen,3,6.333333333333333,6.8,19353.0,32951.0,8,9.0
Toby Hemingway,1,5.3,5.3,39541.0,39541.0,4,0.0
Vanessa Lengies,4,6.2,6.8,35870.75,76467.0,6,10.0
John Patrick Amedori,1,6.4,6.4,22604.0,22604.0,3,0.0
Jake Short,1,4.9,4.9,5332.0,5332.0,3,0.0
Samira Wiley,1,7.1,7.1,4303.0,4303.0,5,0.0
Tom Bower,2,6.699999999999999,6.8,25144.5,50198.0,3,2.0
Sheryl Lee,1,6.1,6.1,42664.0,42664.0,3,0.0
Pablo Sevilla,1,7.0,7.0,12417.0,12417.0,5,
Janet Leigh,4,7.275,8.5,130339.5,422432.0,7,20.0
John Gavin,1,8.5,8.5,422432.0,422432.0,3,0.0
Vera Miles,2,8.3,8.5,238086.5,422432.0,5,2.0
Riki Lindhome,1,5.9,5.9,36983.0,36983.0,2,0.0
Billy Barty,1,5.4,5.4,2061.0,2061.0,1,0.0
Leo McKern,2,6.35,7.0,41861.0,50125.0,5,5.0
John Wood,1,7.0,7.0,33597.0,33597.0,4,0.0
Jan Hooks,1,6.9,6.9,18366.0,18366.0,3,0.0
Steve Guttenberg,6,6.316666666666666,7.2,28735.833333333332,87739.0,7,17.0
Chi Ling Chiu,1,7.8,7.8,99353.0,99353.0,4,0.0
Qiu Yuen,1,7.8,7.8,99353.0,99353.0,4,0.0
Shengyi Huang,1,7.8,7.8,99353.0,99353.0,4,0.0
Mark Feuerstein,2,6.0,6.7,4330.0,8546.0,3,0.0
Sharon Lawrence,2,6.300000000000001,6.7,6316.5,12519.0,4,0.0
Mustafa Haidari,1,7.6,7.6,68119.0,68119.0,1,0.0
Khalid Abdalla,2,7.85,8.1,37398.5,68119.0,4,6.0
Kelly Carlson,2,5.25,5.8,20348.0,27486.0,4,2.0
Tom Hollander,4,7.2,7.9,71145.0,202341.0,8,12.0
Zak Orth,1,5.3,5.3,23076.0,23076.0,2,0.0
Robert Miano,2,4.8,5.3,11553.0,23076.0,6,10.0
Ronald Reagan,1,7.4,7.4,35137.0,35137.0,3,0.0
Bernie Sanders,1,7.4,7.4,35137.0,35137.0,3,0.0
Carroll Baker,1,6.6,6.6,6484.0,6484.0,3,0.0
Joe Cole,2,6.65,7.1,24515.5,28845.0,6,0.0
Lorna Raver,1,5.7,5.7,26236.0,26236.0,3,0.0
Joanne Whalley,3,5.466666666666666,6.6,10938.666666666666,23928.0,8,14.0
Jacky Ido,1,6.1,6.1,82082.0,82082.0,4,0.0
Sam Lerner,1,4.8,4.8,26390.0,26390.0,1,0.0
Tiffany Dupont,2,6.6,6.9,3314.5,5796.0,4,2.0
James Callis,1,6.3,6.3,5796.0,5796.0,3,0.0
Nimrat Kaur,3,7.533333333333334,8.5,22417.333333333332,30977.0,7,10.0
Jordan Carlos,1,6.7,6.7,60516.0,60516.0,4,0.0
Dequina Moore,1,6.7,6.7,60516.0,60516.0,4,0.0
Nick Gomez,1,5.6,5.6,22823.0,22823.0,3,0.0
Taylor Cole,1,5.6,5.6,22823.0,22823.0,3,0.0
Don Stark,1,4.3,4.3,6701.0,6701.0,3,0.0
Dustin Nguyen,1,4.3,4.3,6701.0,6701.0,3,0.0
Melonie Diaz,3,7.033333333333334,7.5,46172.333333333336,79855.0,4,11.0
Sarah Solemani,1,7.1,7.1,13505.0,13505.0,4,0.0
Christopher Guest,3,6.2,7.3,12317.666666666666,22408.0,5,24.0
Lynn Cohen,5,6.32,7.4,10670.6,35586.0,6,13.0
David Ramsey,1,6.1,6.1,16372.0,16372.0,2,0.0
Riccardo Scamarcio,3,7.066666666666666,7.3,26941.0,61360.0,4,5.0
James Russo,2,6.65,7.3,71906.5,126464.0,3,5.0
Jeff DeRocker,1,6.8,6.8,30083.0,30083.0,3,0.0
Edi Gathegi,4,6.275,7.0,76859.0,196422.0,5,9.0
Brendan Sexton III,3,7.1000000000000005,7.6,57081.666666666664,77551.0,7,10.0
Vanessa Angel,1,1.9,1.9,25371.0,25371.0,3,0.0
Peter Wingfield,1,1.9,1.9,25371.0,25371.0,3,0.0
Scott Baio,1,1.9,1.9,25371.0,25371.0,3,0.0
Gigi Rice,1,5.5,5.5,21933.0,21933.0,3,0.0
Susie Essman,1,5.5,5.5,21933.0,21933.0,3,0.0
Nia Vardalos,5,6.18,6.6,30185.0,102071.0,5,14.0
Ricardo Montalban,1,7.0,7.0,3454.0,3454.0,5,0.0
Sammy Davis Jr.,1,7.0,7.0,3454.0,3454.0,5,0.0
Serena Scott Thomas,1,6.7,6.7,61935.0,61935.0,5,0.0
Katherine Waterston,2,6.65,6.7,33480.0,61935.0,6,3.0
Martin Dew,1,6.7,6.7,61935.0,61935.0,5,0.0
Caity Lotz,1,5.0,5.0,7894.0,7894.0,2,0.0
Chris Brown,4,5.725,6.6,17126.5,34579.0,4,6.0
Scott Wolf,2,7.4,7.5,37543.0,59474.0,5,0.0
Gary Coleman,2,6.15,8.0,8123.5,8560.0,5,5.0
Chriss Anglin,1,4.3,4.3,8560.0,8560.0,2,0.0
Geoffrey Arend,4,5.824999999999999,7.1,53585.25,104089.0,9,9.0
Marko Zaror,1,5.6,5.6,59248.0,59248.0,4,0.0
Jackie Burroughs,1,6.2,6.2,15169.0,15169.0,4,0.0
Kevin Alejandro,2,4.85,5.3,9577.0,18571.0,5,3.0
Lesley Manville,4,6.8999999999999995,7.6,9243.75,17933.0,7,15.0
Catherine Lough Haggquist,1,2.3,2.3,37626.0,37626.0,2,0.0
Darren Shahlavi,2,3.6999999999999997,5.1,20862.5,37626.0,4,10.0
Karin Konoval,1,2.3,2.3,37626.0,37626.0,2,0.0
Charlie Saxton,1,6.4,6.4,11958.0,11958.0,5,0.0
Ryan Donowho,3,6.966666666666666,7.3,8048.666666666667,11958.0,6,6.0
Bill Lake,1,7.0,7.0,14301.0,14301.0,2,0.0
Dylan Authors,1,7.0,7.0,14301.0,14301.0,2,0.0
Victoria Learn,1,7.0,7.0,14301.0,14301.0,2,0.0
Tyrone Benskin,1,7.0,7.0,48346.0,48346.0,3,0.0
Nora Zehetner,4,6.550000000000001,7.1,19925.25,41737.0,6,13.0
Caitlyn Jenner,1,4.5,4.5,2998.0,2998.0,3,0.0
Randy Jones,1,4.5,4.5,2998.0,2998.0,3,0.0
Donny Boaz,1,7.0,7.0,2302.0,2302.0,3,0.0
Brent Anderson,1,7.0,7.0,2302.0,2302.0,3,0.0
Damon Wayans,1,2.8,2.8,4518.0,4518.0,2,0.0
Matthew Walker,1,7.1,7.1,8087.0,8087.0,2,0.0
Guang Li,1,7.1,7.1,8087.0,8087.0,2,0.0
Toni Braxton,1,6.7,6.7,14015.0,14015.0,4,0.0
Garrett Clayton,1,6.7,6.7,14015.0,14015.0,4,0.0
Melvil Poupaud,1,5.3,5.3,7976.0,7976.0,2,0.0
Rosalind Ayres,1,6.9,6.9,13727.0,13727.0,6,0.0
Jimmy Jean-Louis,2,4.6,6.2,5446.0,8279.0,4,1.0
Esai Morales,5,6.44,8.0,6223.4,21409.0,12,27.0
Yuqi Zhang,1,6.5,6.5,11391.0,11391.0,3,0.0
Chi Chung Lam,1,6.5,6.5,11391.0,11391.0,3,0.0
Marie-Anne Chazel,1,6.0,6.0,7147.0,7147.0,4,0.0
Christian Clavier,2,6.5,7.0,15792.5,24438.0,4,5.0
Philippe Nahon,2,6.7,7.4,47195.5,87244.0,8,4.0
Laura Spencer,1,5.1,5.1,13026.0,13026.0,8,0.0
Mark Webber,7,6.014285714285714,7.1,10670.42857142857,28845.0,10,17.0
Peter Vaughan,2,7.550000000000001,7.9,22860.5,45703.0,3,0.0
Ewen Solon,1,7.2,7.2,18.0,18.0,2,
George Coulouris,1,7.2,7.2,18.0,18.0,2,
Tom Conti,1,5.4,5.4,6147.0,6147.0,4,0.0
Aaron Ashmore,2,5.35,5.7,10789.5,20821.0,6,11.0
Elea Oberon,1,5.2,5.2,118.0,118.0,2,0.0
Necar Zadegan,1,5.2,5.2,118.0,118.0,2,0.0
Traci Dinwiddie,1,5.2,5.2,118.0,118.0,2,0.0
Sammo Kam-Bo Hung,2,6.2,6.2,12464.0,19774.0,6,11.0
Andy On,1,6.2,6.2,5154.0,5154.0,4,0.0
Kevin McGowan,1,7.0,7.0,102.0,102.0,3,0.0
Mani Bharathi,1,7.0,7.0,102.0,102.0,3,0.0
Michael Lieber,1,7.0,7.0,102.0,102.0,3,0.0
Maggie Wheeler,1,4.8,4.8,50.0,50.0,1,0.0
Jacqueline Lovell,1,4.8,4.8,50.0,50.0,1,0.0
Joey D. Vieira,1,4.8,4.8,50.0,50.0,1,0.0
Alan David,1,7.5,7.5,77656.0,77656.0,2,0.0
Martina Gedeck,2,7.95,8.5,144490.5,259379.0,5,2.0
Michael Spears,1,8.0,8.0,186485.0,186485.0,3,0.0
Dan Byrd,3,6.466666666666666,7.1,156442.0,276746.0,4,6.0
W. Earl Brown,3,6.3,7.2,91887.0,222018.0,7,17.0
Shelley Duvall,4,7.125,8.4,214080.5,610333.0,7,21.0
Joe Turkel,1,8.4,8.4,610333.0,610333.0,2,0.0
Scatman Crothers,2,8.55,8.7,645187.0,680041.0,2,5.0
J.J. Cohen,1,8.5,8.5,732212.0,732212.0,3,0.0
Eric Mendenhall,1,4.1,4.1,8346.0,8346.0,2,0.0
Hope Olaide Wilson,1,4.1,4.1,8346.0,8346.0,2,0.0
Mary J. Blige,2,4.25,4.4,4989.5,8346.0,5,4.0
Kari J. Kramer,1,5.0,5.0,60.0,60.0,2,0.0
Cabrina Collesides,1,5.0,5.0,60.0,60.0,2,0.0
Erin O'Brien,1,5.0,5.0,60.0,60.0,2,0.0
Kelli Barrett,1,6.1,6.1,77987.0,77987.0,3,0.0
David Moscow,1,5.4,5.4,57479.0,57479.0,2,0.0
David Agranov,1,5.4,5.4,57479.0,57479.0,2,0.0
Mem Ferda,2,6.55,7.1,29921.0,53977.0,6,3.0
Nicole 'Snooki' Polizzi,1,6.6,6.6,29.0,29.0,4,
Jenni 'Jwoww' Farley,1,6.6,6.6,29.0,29.0,4,
Paul 'Pauly D' DelVecchio,1,6.6,6.6,29.0,29.0,4,
Ryûnosuke Kamiki,1,8.6,8.6,417971.0,417971.0,4,0.0
Miyu Irino,1,8.6,8.6,417971.0,417971.0,4,0.0
Bunta Sugawara,1,8.6,8.6,417971.0,417971.0,4,0.0
Terence Yin,1,6.2,6.2,1904.0,1904.0,3,0.0
Michael Wong,2,5.75,6.2,1143.5,1904.0,3,1.0
Roger Allam,3,7.099999999999999,7.6,107941.0,139749.0,6,7.0
Sophie Nélisse,1,7.6,7.6,98741.0,98741.0,2,0.0
Katrina Bowden,4,6.05,7.6,52006.0,127842.0,5,5.0
Dominique McElligott,2,6.5,6.6,39333.0,71276.0,5,1.0
Stephen Boyd,1,6.7,6.7,6156.0,6156.0,3,0.0
Mel Ferrer,1,6.7,6.7,6156.0,6156.0,3,0.0
Dante Brown,1,6.4,6.4,5147.0,5147.0,1,0.0
Kyra Nichols,1,5.7,5.7,1153.0,1153.0,3,0.0
Darci Kistler,1,5.7,5.7,1153.0,1153.0,3,0.0
Margaret Tracey,1,5.7,5.7,1153.0,1153.0,3,0.0
Tracy Letts,1,7.8,7.8,550.0,550.0,1,0.0
Pedro Miguel Arce,1,6.2,6.2,78883.0,78883.0,1,0.0
Ching Wan Lau,2,5.95,6.2,371.0,625.0,2,2.0
Angelica Lee,1,5.7,5.7,625.0,625.0,1,0.0
Louis Koo,2,5.5,5.7,504.0,625.0,2,1.0
Carla Gallo,2,6.800000000000001,7.2,113154.0,216581.0,3,5.0
Amy Yasbeck,2,7.1,7.3,136732.0,265818.0,5,0.0
Chester,1,7.3,7.3,297014.0,297014.0,1,0.0
Ken Davitian,1,7.3,7.3,297014.0,297014.0,1,0.0
Luenell,1,7.3,7.3,297014.0,297014.0,1,0.0
Alanna Ubach,4,5.9750000000000005,6.4,43882.75,131801.0,6,20.0
Raquel Welch,2,4.25,6.2,68472.0,131801.0,2,3.0
JR Bourne,1,6.7,6.7,96569.0,96569.0,3,0.0
Bree Turner,1,5.7,5.7,59380.0,59380.0,2,0.0
Paul Schneider,5,7.0200000000000005,7.5,40135.6,114762.0,4,9.0
Sean Patrick Thomas,4,6.25,6.9,57337.25,149222.0,4,5.0
Louis Mandylor,2,6.35,6.6,57816.5,102071.0,3,14.0
Joey Fatone,1,6.1,6.1,13562.0,13562.0,3,0.0
Fran Kranz,1,6.6,6.6,18727.0,18727.0,2,0.0
Carl Weathers,4,6.85,8.1,171836.25,375240.0,9,12.0
Shane Black,1,7.8,7.8,290949.0,290949.0,3,0.0
Collins Pennie,1,3.9,3.9,27664.0,27664.0,2,0.0
Mario Monicelli,1,6.7,6.7,35718.0,35718.0,3,0.0
Lindsay Duncan,2,7.25,7.8,119029.5,202341.0,4,10.0
Melinda Clarke,3,7.033333333333334,7.7,39456.333333333336,65785.0,8,0.0
Andrew Dice Clay,1,7.3,7.3,150082.0,150082.0,1,0.0
Christian Clemenson,1,7.6,7.6,83374.0,83374.0,3,0.0
David Alan Basche,1,7.6,7.6,83374.0,83374.0,3,0.0
Susan Blommaert,2,7.25,7.6,43476.5,83374.0,3,3.0
Christian Monzon,1,5.3,5.3,36666.0,36666.0,3,0.0
Nicollette Sheridan,1,5.3,5.3,29621.0,29621.0,2,0.0
Hulk Hogan,1,5.3,5.3,29621.0,29621.0,2,0.0
Barry Bostwick,4,5.65,7.4,9242.75,29621.0,9,34.0
Chris Brochu,2,5.949999999999999,7.1,17984.5,35514.0,5,3.0
Martin Balsam,1,7.2,7.2,17277.0,17277.0,3,0.0
Dan Bakkedahl,1,5.8,5.8,52467.0,52467.0,3,0.0
Olivia d'Abo,2,5.4,5.8,31782.0,62009.0,6,14.0
Grace Jones,1,5.8,5.8,62009.0,62009.0,3,0.0
Frank Vincent,4,6.5,8.3,62574.0,235133.0,8,29.0
Sasha Alexander,2,6.449999999999999,7.3,14411.5,25344.0,2,10.0
Freddie Jones,1,6.8,6.8,14870.0,14870.0,4,0.0
Nicholas Rowe,1,6.8,6.8,14870.0,14870.0,4,0.0
Roger Ashton-Griffiths,1,6.8,6.8,14870.0,14870.0,4,0.0
Susan May Pratt,1,6.7,6.7,15817.0,15817.0,3,0.0
Ethan Stiefel,1,6.7,6.7,15817.0,15817.0,3,0.0
Timothée Chalamet,1,5.7,5.7,9051.0,9051.0,1,0.0
Kevin G. Schmidt,1,5.2,5.2,8023.0,8023.0,2,0.0
Corbin Bleu,6,5.083333333333333,6.6,25555.833333333332,59254.0,8,8.0
Marie Avgeropoulos,1,5.3,5.3,28209.0,28209.0,2,0.0
Richard Farnsworth,2,6.5,8.0,32566.5,63733.0,5,18.0
Michael Horse,1,5.0,5.0,1400.0,1400.0,3,0.0
John McMartin,1,7.4,7.4,27629.0,27629.0,2,0.0
Nancy Allen,2,7.25,7.4,25807.5,27629.0,3,1.0
Dennis Franz,2,7.1,7.4,23871.0,27629.0,2,3.0
Rebecca Budig,1,4.4,4.4,19586.0,19586.0,3,0.0
Bruce Payne,2,4.65,4.9,12302.0,19586.0,5,8.0
Paul Freeman,3,4.7,6.7,8963.0,19586.0,8,27.0
Frankie Valli,1,5.7,5.7,8895.0,8895.0,3,0.0
Shelley Long,2,5.15,5.5,5292.0,7470.0,4,6.0
Kellie Martin,1,5.5,5.5,7470.0,7470.0,2,0.0
Juliet Stevenson,2,7.05,7.1,5421.0,10680.0,4,11.0
Shaun Evans,2,6.65,7.1,5940.5,10680.0,3,5.0
Kim Chan,2,5.95,6.0,22474.5,29591.0,6,13.0
David Margulies,3,6.633333333333333,7.1,90021.0,216486.0,5,14.0
Karen Young,1,5.9,5.9,29591.0,29591.0,2,0.0
Albert Salmi,1,6.7,6.7,10832.0,10832.0,3,0.0
Ralph Richardson,1,6.7,6.7,10832.0,10832.0,3,0.0
David Masterson,2,6.0,7.0,9235.5,15352.0,5,6.0
Kerry Condon,1,7.0,7.0,15352.0,15352.0,3,0.0
Khulan Chuluun,1,7.3,7.3,37635.0,37635.0,5,0.0
Honglei Sun,3,6.233333333333333,7.3,14151.666666666666,37635.0,6,2.0
Henry Silva,2,5.5,7.5,36312.5,70084.0,5,17.0
Michael Beck,1,3.5,3.5,2541.0,2541.0,2,0.0
Julie Christie,3,7.866666666666667,8.0,39017.333333333336,55816.0,3,31.0
Aden Young,2,6.4,7.4,5877.0,6091.0,8,7.0
Suzie Steen,1,7.4,7.4,6091.0,6091.0,4,0.0
Paul Sparks,2,7.0,7.3,17320.5,31359.0,4,0.0
Sam Reid,1,7.1,7.1,27882.0,27882.0,4,0.0
Poppy Montgomery,2,6.35,6.7,12291.5,12854.0,3,0.0
Ulrich Tukur,1,7.8,7.8,52958.0,52958.0,2,0.0
Leonie Benesch,1,7.8,7.8,52958.0,52958.0,2,0.0
Burghart Klaußner,2,7.75,7.8,83682.5,114407.0,3,6.0
James Cullen Bressack,1,4.0,4.0,436.0,436.0,1,0.0
Anna Harr,1,4.0,4.0,436.0,436.0,1,0.0
Nick Cassavetes,1,5.9,5.9,10082.0,10082.0,5,0.0
James Hetfield,1,7.2,7.2,13359.0,13359.0,1,0.0
Lars Ulrich,1,7.2,7.2,13359.0,13359.0,1,0.0
Mackenzie Gray,2,6.65,7.2,26869.5,40380.0,2,2.0
Nora von Waldstätten,1,7.7,7.7,10111.0,10111.0,4,
Katharina Schüttler,1,7.7,7.7,10111.0,10111.0,4,
Shawn Yue,2,6.2,6.9,4305.0,6069.0,2,1.0
Takuya Kimura,2,5.8,6.1,3720.0,4899.0,5,1.0
Simón Andreu,1,5.5,5.5,2541.0,2541.0,1,0.0
Mark Moses,2,6.45,6.7,44051.0,87203.0,9,13.0
Greg Nicotero,3,6.933333333333334,7.2,76353.33333333333,129719.0,1,21.0
John Amplas,2,7.2,7.2,49670.5,49672.0,1,0.0
Joseph Pilato,2,7.2,7.2,49670.5,49672.0,1,0.0
Kevork Malikyan,1,6.7,6.7,14325.0,14325.0,4,0.0
Brigitte Nielsen,1,5.0,5.0,30215.0,30215.0,3,0.0
Cassie Ventura,1,6.2,6.2,67653.0,67653.0,4,0.0
Mari Koda,1,6.2,6.2,67653.0,67653.0,4,0.0
Luis Rosado,1,6.2,6.2,67653.0,67653.0,4,0.0
Hakeem Kae-Kazim,2,7.0,8.1,163820.5,264533.0,6,5.0
Henry Ian Cusick,3,6.7,7.7,51226.0,140780.0,8,6.0
Vondie Curtis-Hall,1,4.4,4.4,1633.0,1633.0,4,0.0
Jessica Lowndes,3,4.3999999999999995,4.8,7462.666666666667,13133.0,4,7.0
Kirk Fox,1,6.0,6.0,4387.0,4387.0,3,0.0
Shawn Andrews,1,6.0,6.0,4387.0,4387.0,3,0.0
Rob Campbell,1,6.0,6.0,4387.0,4387.0,3,0.0
Eric Sykes,1,7.6,7.6,268581.0,268581.0,3,0.0
Elaine Cassidy,2,7.3,7.6,137635.5,268581.0,4,2.0
Carrie Henn,1,8.4,8.4,488537.0,488537.0,3,0.0
Jeremy Brett,1,7.9,7.9,66959.0,66959.0,4,0.0
Rex Harrison,1,7.9,7.9,66959.0,66959.0,4,0.0
Theodore Bikel,1,7.9,7.9,66959.0,66959.0,4,0.0
Patrick Gallagher,1,7.5,7.5,149966.0,149966.0,4,0.0
Jay Chandrasekhar,3,6.333333333333333,7.1,51561.333333333336,76151.0,5,5.0
Owain Yeoman,1,6.3,6.3,54710.0,54710.0,1,0.0
Chris Moss,1,6.3,6.3,54710.0,54710.0,1,0.0
Betsy Russell,2,4.85,5.6,36050.0,67978.0,3,1.0
Chris Kattan,3,6.333333333333333,6.9,20966.0,48458.0,9,11.0
Erik Knudsen,1,5.6,5.6,64190.0,64190.0,3,0.0
Valente Rodriguez,1,7.4,7.4,23480.0,23480.0,3,0.0
Diana Maria Riva,1,7.4,7.4,23480.0,23480.0,3,0.0
Morgan Saylor,1,7.4,7.4,23480.0,23480.0,3,0.0
Shad Moss,3,5.066666666666666,6.0,6501.333333333333,7991.0,4,6.0
Malika,1,6.0,6.0,8522.0,8522.0,5,0.0
Adam Boyer,1,6.0,6.0,8522.0,8522.0,5,0.0
Ben Platt,1,7.2,7.2,213898.0,213898.0,3,0.0
Megyn Price,1,3.1,3.1,9104.0,9104.0,2,0.0
Kevin Clash,1,5.8,5.8,2045.0,2045.0,5,0.0
Caroll Spinney,1,5.8,5.8,2045.0,2045.0,5,0.0
David Niven,3,7.233333333333333,7.8,3741.3333333333335,4550.0,6,27.0
John Ireland,2,6.949999999999999,7.1,2308.5,4550.0,6,15.0
Ava Gardner,2,6.9,7.0,4044.0,4550.0,8,12.0
Elizabeth Blackmore,1,6.5,6.5,125016.0,125016.0,1,0.0
Ellen Sandweiss,2,7.05,7.6,133117.5,141219.0,2,32.0
Rachel Dratch,2,6.35,6.8,7593.5,15033.0,3,2.0
Harland Williams,4,5.625,6.7,28763.25,48225.0,3,11.0
Clé Bennett,1,3.3,3.3,4600.0,4600.0,1,0.0
Conrad Coates,1,3.3,3.3,4600.0,4600.0,1,0.0
DeRay Davis,1,3.3,3.3,4600.0,4600.0,1,0.0
Clyde Kusatsu,2,4.7,6.4,12653.0,21225.0,4,19.0
Jake Wood,2,7.6,7.6,295375.0,295375.0,4,0.0
Tippi Hedren,1,6.4,6.4,1275.0,1275.0,3,0.0
Brenda Fricker,1,6.9,6.9,16234.0,16234.0,4,0.0
David Murray,1,6.9,6.9,16234.0,16234.0,4,0.0
Gerard McSorley,2,6.95,7.0,11462.0,16234.0,4,4.0
Carlos Bardem,1,6.6,6.6,13762.0,13762.0,4,0.0
Chris Andrew Ciulla,1,5.5,5.5,32671.0,32671.0,4,0.0
Mary Mouser,1,6.6,6.6,10706.0,10706.0,4,0.0
Jan-Michael Vincent,2,6.35,7.5,20179.0,36657.0,5,21.0
Paul Winfield,2,6.65,8.1,301983.5,600266.0,2,7.0
Rick Gomez,1,4.1,4.1,16268.0,16268.0,2,0.0
Tim Williams,1,4.1,4.1,16268.0,16268.0,2,0.0
Julianna Guill,1,4.1,4.1,16268.0,16268.0,2,0.0
Griffin Dunne,1,6.8,6.8,55895.0,55895.0,4,0.0
Matt Servitto,2,6.45,6.5,18953.5,24668.0,5,6.0
Tamara Tunie,2,6.7,7.4,62376.0,119150.0,5,14.0
Laurence Fox,1,7.1,7.1,46204.0,46204.0,3,0.0
