actor,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years
Scandar Copti,1,7.4,7.4,4999.0,4999.0,2,0.0
Ranin Karim,1,7.4,7.4,4999.0,4999.0,2,0.0
Venida Evans,1,7.3,7.3,75633.0,75633.0,3,0.0
Steven Yeun,1,7.3,7.3,75633.0,75633.0,3,0.0
Syamsul Arifin,1,8.2,8.2,23836.0,23836.0,4,0.0
Anwar Congo,1,8.2,8.2,23836.0,23836.0,4,0.0
Herman Koto,1,8.2,8.2,23836.0,23836.0,4,0.0
Greg D'Agostino,1,7.7,7.7,10564.0,10564.0,3,0.0
Alex Gibney,1,7.7,7.7,10564.0,10564.0,3,0.0
Ahmet Ertegun,1,7.3,7.3,1290.0,1290.0,2,0.0
Pelé,1,7.3,7.3,1290.0,1290.0,2,0.0
Marv Albert,1,7.3,7.3,1290.0,1290.0,2,0.0
Aasheekaa Bathija,1,7.4,7.4,56.0,56.0,1,0.0
Rufus Graham,1,7.4,7.4,56.0,56.0,1,0.0
Kumar Gaurav,1,7.4,7.4,56.0,56.0,1,0.0
Melissa Gilbert,1,5.7,5.7,455.0,455.0,2,0.0
Tom Hamann,1,7.6,7.6,2482.0,2482.0,4,0.0
Anthony Powell,1,7.6,7.6,2482.0,2482.0,4,0.0
Josh Swanson,1,7.6,7.6,2482.0,2482.0,4,0.0
G.W. Krauss,1,6.8,6.8,1220.0,1220.0,1,0.0
Brian Whitaker,1,6.8,6.8,1220.0,1220.0,1,0.0
Jason Bateman,1,6.8,6.8,1220.0,1220.0,1,0.0
Raquel Elizabeth Ames,1,5.6,5.6,606.0,606.0,2,0.0
Emraan Hashmi,1,4.8,4.8,1524.0,1524.0,1,0.0
Sunil Shetty,1,4.8,4.8,1524.0,1524.0,1,0.0
Lena Dunham,5,6.0200000000000005,6.4,15100.6,30160.0,4,5.0
Patrick Renna,1,5.2,5.2,1434.0,1434.0,3,0.0
Adrienne Frantz,1,5.2,5.2,1434.0,1434.0,3,0.0
Patsy Kensit,1,5.2,5.2,1434.0,1434.0,3,0.0
James Lorinz,1,6.9,6.9,334.0,334.0,2,0.0
Yul Vazquez,1,6.9,6.9,334.0,334.0,2,0.0
Louis Mustillo,1,6.9,6.9,334.0,334.0,2,0.0
James Gunn,1,6.0,6.0,1938.0,1938.0,4,0.0
Will Rothhaar,1,6.3,6.3,397.0,397.0,2,0.0
Emily Baldoni,1,6.3,6.3,397.0,397.0,2,0.0
Hallee Hirsh,1,6.3,6.3,397.0,397.0,2,0.0
Jordana Spiro,1,6.1,6.1,3228.0,3228.0,3,0.0
Jonathon Trent,1,6.1,6.1,3228.0,3228.0,3,0.0
Alexia Rasmussen,1,5.5,5.5,1048.0,1048.0,2,0.0
Meredith Hagner,1,5.5,5.5,1048.0,1048.0,2,0.0
Paul Blackthorne,1,6.9,6.9,4862.0,4862.0,3,0.0
Ian Bohen,1,6.9,6.9,4862.0,4862.0,3,0.0
Jennifer Sky,1,1.9,1.9,534.0,534.0,5,0.0
Vanilla Ice,1,1.9,1.9,534.0,534.0,5,0.0
Scott Levy,1,1.9,1.9,534.0,534.0,5,0.0
Mariel Hemingway,1,4.1,4.1,783.0,783.0,2,0.0
Jesse Hutch,1,4.1,4.1,783.0,783.0,2,0.0
Heather Bucha,1,5.4,5.4,480.0,480.0,2,0.0
Gabriel Reyes,1,6.8,6.8,3499.0,3499.0,3,0.0
Kenny Johnston,1,6.8,6.8,3499.0,3499.0,3,0.0
Andrea Vergara,1,6.8,6.8,3499.0,3499.0,3,0.0
Javed Sheikh,1,7.0,7.0,876.0,876.0,2,0.0
Rasheed Naz,1,7.0,7.0,876.0,876.0,2,0.0
Ayesha Omar,1,7.0,7.0,876.0,876.0,2,0.0
Ilene Graff,1,6.7,6.7,9190.0,9190.0,2,0.0
Laura Breckenridge,1,6.7,6.7,9190.0,9190.0,2,0.0
James Eckhouse,1,6.2,6.2,1420.0,1420.0,3,0.0
Nicole Randall Johnson,1,6.2,6.2,1420.0,1420.0,3,0.0
Alicia Ziegler,1,2.8,2.8,1612.0,1612.0,1,0.0
Lauren C. Mayhew,1,2.8,2.8,1612.0,1612.0,1,0.0
Louise Sorel,1,7.3,7.3,340.0,340.0,1,0.0
Janet Hubert,1,5.8,5.8,275.0,275.0,1,0.0
Diane Venora,1,6.1,6.1,33.0,33.0,1,0.0
Kevin Hamedani,1,5.1,5.1,3650.0,3650.0,3,0.0
Russell Hodgkinson,1,5.1,5.1,3650.0,3650.0,3,0.0
Janette Armand,1,5.1,5.1,3650.0,3650.0,3,0.0
Maureen McCormick,1,2.2,2.2,634.0,634.0,1,0.0
Tim Abell,2,2.2,2.2,463.0,634.0,4,3.0
Joseba Ugalde,1,7.2,7.2,955.0,955.0,2,0.0
Germán Alcarazu,1,7.2,7.2,955.0,955.0,2,0.0
Álex Angulo,1,7.2,7.2,955.0,955.0,2,0.0
Sticky Fingaz,1,3.4,3.4,293.0,293.0,2,0.0
Chrystee Pharris,1,3.4,3.4,293.0,293.0,2,0.0
Randy Jay Burrell,2,3.9,4.0,76.5,93.0,4,2.0
Anslem Richardson,1,4.7,4.7,6531.0,6531.0,2,0.0
Jay Paulson,1,4.7,4.7,6531.0,6531.0,2,0.0
Jennie Jacques,1,5.6,5.6,6513.0,6513.0,2,0.0
David Oakes,1,5.6,5.6,6513.0,6513.0,2,0.0
Alexander Vlahos,1,5.6,5.6,6513.0,6513.0,2,0.0
Summer Napoles,1,3.9,3.9,425.0,425.0,2,0.0
Magi Avila,1,3.9,3.9,425.0,425.0,2,0.0
Pierre Dulat,1,3.9,3.9,425.0,425.0,2,0.0
Chloe Rose,1,5.4,5.4,137.0,137.0,3,0.0
Kristian Bruun,1,5.4,5.4,137.0,137.0,3,0.0
Angelina Armani,1,5.2,5.2,6256.0,6256.0,1,0.0
Fiona Dourif,1,5.2,5.2,6256.0,6256.0,1,0.0
Jarrod Phillips,1,3.5,3.5,2057.0,2057.0,3,0.0
Jason K. Wixom,1,3.5,3.5,2057.0,2057.0,3,0.0
Shona Kay,1,3.5,3.5,2057.0,2057.0,3,0.0
Justin Baldoni,1,5.3,5.3,207.0,207.0,1,0.0
Claire Bloom,1,7.1,7.1,4998.0,4998.0,3,0.0
Monique Candelaria,1,5.5,5.5,6265.0,6265.0,2,0.0
Michael McMillian,1,5.5,5.5,6265.0,6265.0,2,0.0
David DeLuise,1,5.9,5.9,954.0,954.0,1,
Bruno Campos,1,5.9,5.9,954.0,954.0,1,
Gia Mantegna,1,6.0,6.0,7870.0,7870.0,1,0.0
Alma Martinez,1,7.1,7.1,265.0,265.0,2,0.0
Robert Kennedy Jr.,1,7.1,7.1,265.0,265.0,2,0.0
Eve Ensler,1,7.1,7.1,265.0,265.0,2,0.0
Alexandru Potocean,1,7.9,7.9,44763.0,44763.0,1,0.0
Anamaria Marinca,1,7.9,7.9,44763.0,44763.0,1,0.0
Vlad Ivanov,1,7.9,7.9,44763.0,44763.0,1,0.0
Brian Dorton,1,7.3,7.3,139.0,139.0,1,0.0
Odessa Rae,1,7.1,7.1,131969.0,131969.0,3,0.0
Patrick Wilson,1,7.1,7.1,131969.0,131969.0,3,0.0
G.J. Echternkamp,1,7.1,7.1,131969.0,131969.0,3,0.0
Sarah Kazemy,1,5.9,5.9,6277.0,6277.0,1,0.0
Reza Sixo Safai,1,5.9,5.9,6277.0,6277.0,1,0.0
Sina Amedson,1,5.9,5.9,6277.0,6277.0,1,0.0
Ariana Neal,1,7.5,7.5,53919.0,53919.0,3,0.0
Ahna O'Reilly,1,7.5,7.5,53919.0,53919.0,3,0.0
Sam Edwards,1,7.4,7.4,94225.0,94225.0,3,0.0
Ann Gillis,1,7.4,7.4,94225.0,94225.0,3,0.0
Donnie Dunagan,1,7.4,7.4,94225.0,94225.0,3,0.0
Adam Carolla,1,7.3,7.3,5489.0,5489.0,3,0.0
Rian Bishop,1,7.3,7.3,5489.0,5489.0,3,0.0
Teddy Doloir,1,6.7,6.7,19.0,19.0,1,0.0
Stana Roumillac,1,6.7,6.7,19.0,19.0,1,0.0
Christophe Cherki,1,6.7,6.7,19.0,19.0,1,0.0
Janel Parrish,1,6.7,6.7,24391.0,24391.0,3,0.0
D. David Morin,2,6.35,7.1,3162.5,4583.0,3,7.0
Hal Linden,1,5.6,5.6,1742.0,1742.0,3,0.0
Johnny Harris,1,7.0,7.0,7308.0,7308.0,3,0.0
Michelle Tabora,1,4.9,4.9,2706.0,2706.0,4,0.0
Christopher Berry,1,4.9,4.9,2706.0,2706.0,4,0.0
Tommy O'Reilly,1,3.2,3.2,169.0,169.0,2,0.0
Leila Hatami,1,8.4,8.4,151812.0,151812.0,2,0.0
Peyman Moaadi,1,8.4,8.4,151812.0,151812.0,2,0.0
Shahab Hosseini,1,8.4,8.4,151812.0,151812.0,2,0.0
Stephen McCole,1,6.9,6.9,190.0,190.0,1,0.0
Jo Hartley,1,6.9,6.9,190.0,190.0,1,0.0
Joe Cassidy,1,6.9,6.9,190.0,190.0,1,0.0
Christina Vidal,1,7.5,7.5,26513.0,26513.0,2,0.0
Ken Leung,1,7.5,7.5,26513.0,26513.0,2,0.0
Dorothy Lyman,1,7.2,7.2,2039.0,2039.0,2,0.0
Allison Dean,1,7.2,7.2,2039.0,2039.0,2,0.0
Todd Field,1,7.2,7.2,2039.0,2039.0,2,0.0
Victor Rasuk,1,7.2,7.2,4743.0,4743.0,2,0.0
Judy Marte,2,7.050000000000001,7.2,2673.0,4743.0,2,2.0
Fritz Kortner,1,8.0,8.0,7431.0,7431.0,3,0.0
Louise Brooks,1,8.0,8.0,7431.0,7431.0,3,0.0
Francis Lederer,1,8.0,8.0,7431.0,7431.0,3,0.0
Melora Walters,1,7.4,7.4,59.0,59.0,1,0.0
Diane Baker,1,7.4,7.4,59.0,59.0,1,0.0
Norma Aleandro,1,7.2,7.2,772.0,772.0,1,0.0
Claudia Lapacó,1,7.2,7.2,772.0,772.0,1,0.0
Hilda Bernard,1,7.2,7.2,772.0,772.0,1,0.0
Zachary Knighton,1,7.2,7.2,3480.0,3480.0,3,0.0
Arly Jover,1,4.2,4.2,122.0,122.0,1,0.0
Kurt Angle,1,5.1,5.1,4167.0,4167.0,1,0.0
Shane Dawson,1,5.1,5.1,4167.0,4167.0,1,0.0
Cherami Leigh,1,5.1,5.1,4167.0,4167.0,1,0.0
Stig Frode Henriksen,1,6.4,6.4,54601.0,54601.0,2,0.0
Ane Dahl Torp,1,6.4,6.4,54601.0,54601.0,2,0.0
Corbin Allred,1,6.8,6.8,17725.0,17725.0,4,0.0
Taylor Pigeon,1,6.2,6.2,292.0,292.0,4,0.0
Whit Spurgeon,1,6.2,6.2,292.0,292.0,4,0.0
Alan Pietruszewski,2,5.15,6.2,280.0,292.0,6,1.0
Mackenzie Phillips,1,7.5,7.5,63839.0,63839.0,3,0.0
Katy Helvenston-Wettengal,1,7.7,7.7,1477.0,1477.0,2,0.0
Donna Zovko,1,7.7,7.7,1477.0,1477.0,2,0.0
Scott Helvenston,1,7.7,7.7,1477.0,1477.0,2,0.0
Isaac C. Singleton Jr.,1,7.5,7.5,3543.0,3543.0,2,0.0
Jeanette Branch,1,7.5,7.5,3543.0,3543.0,2,0.0
Pat Healy,1,5.5,5.5,27260.0,27260.0,1,0.0
Jake Ryan,1,5.5,5.5,27260.0,27260.0,1,0.0
Stefania Sandrelli,1,8.1,8.1,17813.0,17813.0,1,0.0
Dominique Sanda,1,8.1,8.1,17813.0,17813.0,1,0.0
Raymond J. Barry,1,6.6,6.6,1661.0,1661.0,1,0.0
Christel Khalil,1,6.6,6.6,1661.0,1661.0,1,0.0
Renee Faia,1,6.6,6.6,1661.0,1661.0,1,0.0
Nichola Burley,1,5.2,5.2,9376.0,9376.0,4,0.0
Whitney Able,2,6.0,6.4,50810.0,75669.0,4,4.0
Jennifer Lee Wiggins,1,3.1,3.1,851.0,851.0,1,0.0
Michele Morrow,1,3.1,3.1,851.0,851.0,1,0.0
Lon Chaney Jr.,1,8.1,8.1,80193.0,80193.0,2,0.0
Isiah Thomas,1,8.3,8.3,18980.0,18980.0,3,0.0
William Gates,1,8.3,8.3,18980.0,18980.0,3,0.0
Arthur Agee,1,8.3,8.3,18980.0,18980.0,3,0.0
Tommy the Clown,1,7.1,7.1,2877.0,2877.0,2,0.0
Kevin Scott Richardson,1,7.1,7.1,2877.0,2877.0,2,0.0
Christopher Toler,1,7.1,7.1,2877.0,2877.0,2,0.0
Walter Masterson,1,7.2,7.2,8509.0,8509.0,2,0.0
Laura Fraser,1,6.3,6.3,1354.0,1354.0,3,0.0
Louis Ozawa Changchien,1,6.3,6.3,1354.0,1354.0,3,0.0
Kara Hayward,1,6.3,6.3,1354.0,1354.0,3,0.0
Jeff Lima,1,7.2,7.2,70885.0,70885.0,1,0.0
Max Gail,1,6.5,6.5,103.0,103.0,1,0.0
Akima,1,6.5,6.5,103.0,103.0,1,0.0
Robinne Lee,1,6.5,6.5,819.0,819.0,1,0.0
Chenoa Maxwell,1,6.5,6.5,819.0,819.0,1,0.0
Steffinnie Phrommany,2,4.6,4.9,269.0,514.0,4,0.0
Danielle Savre,1,4.9,4.9,514.0,514.0,3,0.0
Lee Armstrong,1,5.2,5.2,7384.0,7384.0,2,0.0
Amy Lucas,1,5.2,5.2,7384.0,7384.0,2,0.0
Trey Loney,1,5.2,5.2,7384.0,7384.0,2,0.0
Richard Curtis,1,7.4,7.4,474.0,474.0,1,0.0
Dave Fennoy,1,7.4,7.4,5.0,5.0,1,0.0
Karolina Wydra,1,5.4,5.4,3699.0,3699.0,4,0.0
Madison Lintz,1,5.4,5.4,3699.0,3699.0,4,0.0
Lorraine Ziff,1,3.9,3.9,344.0,344.0,2,0.0
Edward Everett Horton,1,7.8,7.8,13269.0,13269.0,3,0.0
Eric Blore,1,7.8,7.8,13269.0,13269.0,3,0.0
Ginger Rogers,2,7.75,7.8,10595.0,13269.0,3,2.0
Heather Donahue,1,6.4,6.4,186786.0,186786.0,1,0.0
Joshua Leonard,1,6.4,6.4,186786.0,186786.0,1,0.0
Michael C. Williams,1,6.4,6.4,186786.0,186786.0,1,0.0
Joe Cocker,1,8.1,8.1,12631.0,12631.0,3,0.0
Joan Baez,1,8.1,8.1,12631.0,12631.0,3,0.0
Jimi Hendrix,1,8.1,8.1,12631.0,12631.0,3,0.0
David Zucker,1,6.5,6.5,13915.0,13915.0,1,0.0
Barry Dennen,1,6.5,6.5,13915.0,13915.0,1,0.0
Tara Strohmeier,1,6.5,6.5,13915.0,13915.0,1,0.0
Cynthia Watros,1,5.6,5.6,448.0,448.0,3,0.0
David A.R. White,1,5.6,5.6,448.0,448.0,3,0.0
Tac Fitzgerald,1,5.6,5.6,94.0,94.0,2,0.0
Matthew Feeney,1,5.6,5.6,94.0,94.0,2,0.0
Kendyl Joi,1,5.6,5.6,94.0,94.0,2,0.0
Brent David Fraser,1,6.6,6.6,531.0,531.0,1,0.0
Angela Nordeng,1,6.3,6.3,85.0,85.0,2,0.0
Exie Booker,1,6.3,6.3,85.0,85.0,2,0.0
Khaira Arby,1,7.7,7.7,74.0,74.0,1,0.0
Garba Touré,1,7.7,7.7,74.0,74.0,1,0.0
Aliou Touré,1,7.7,7.7,74.0,74.0,1,0.0
Colin Andrews,1,7.0,7.0,204.0,204.0,1,0.0
Francine Blake,1,7.0,7.0,204.0,204.0,1,0.0
Karen Alexander,1,7.0,7.0,204.0,204.0,1,0.0
Lymari Nadal,1,8.0,8.0,6.0,6.0,3,0.0
Félix Moati,1,7.2,7.2,389.0,389.0,2,0.0
Marianne Denicourt,1,7.2,7.2,389.0,389.0,2,0.0
John Brodsky,1,4.5,4.5,719.0,719.0,1,0.0
Paul McCartney,1,7.7,7.7,31429.0,31429.0,2,0.0
Ringo Starr,2,7.949999999999999,8.2,22020.0,31429.0,4,14.0
George Harrison,1,7.7,7.7,31429.0,31429.0,2,0.0
Dario Nozic Serini,1,6.4,6.4,86.0,86.0,1,0.0
Spela Colja,1,6.4,6.4,86.0,86.0,1,0.0
Andrej Nahtigal,1,6.4,6.4,86.0,86.0,1,0.0
Ken Bevel,1,6.5,6.5,17068.0,17068.0,2,0.0
Erin Bethea,2,6.6,6.7,14733.5,17068.0,3,2.0
Kirk Cameron,1,6.5,6.5,17068.0,17068.0,2,0.0
Pant Shirt Baba,1,7.0,7.0,113.0,113.0,3,0.0
Bhole Baba,1,7.0,7.0,113.0,113.0,3,0.0
Shriman Umeshanad Brahmachari,1,7.0,7.0,113.0,113.0,3,0.0
Frances Bavier,1,6.1,6.1,3411.0,3411.0,3,0.0
Peter Breck,1,6.1,6.1,3411.0,3411.0,3,0.0
Edgar Buchanan,1,6.1,6.1,3411.0,3411.0,3,0.0
Blanchard Ryan,1,5.7,5.7,42256.0,42256.0,5,0.0
Daniel Travis,1,5.7,5.7,42256.0,42256.0,5,0.0
Saul Stein,1,5.7,5.7,42256.0,42256.0,5,0.0
Abby Elliott,1,5.4,5.4,1305.0,1305.0,1,0.0
Hoke Howell,1,5.9,5.9,3274.0,3274.0,2,0.0
Tiffany Bolling,1,5.9,5.9,3274.0,3274.0,2,0.0
Paul Daggett,1,7.5,7.5,3156.0,3156.0,3,0.0
Eva Carrozza,1,7.5,7.5,3156.0,3156.0,3,0.0
Heather Berman,1,7.5,7.5,3156.0,3156.0,3,0.0
Ken Burns,1,7.4,7.4,3394.0,3394.0,1,0.0
Bob Dole,1,7.4,7.4,3394.0,3394.0,1,0.0
Terry Funk,1,7.6,7.6,6790.0,6790.0,3,0.0
Mick Foley,1,7.6,7.6,6790.0,6790.0,3,0.0
Vince McMahon,1,7.6,7.6,6790.0,6790.0,3,0.0
Lincoln Hoppe,1,6.4,6.4,1099.0,1099.0,3,0.0
Daryn Tufts,1,6.4,6.4,1099.0,1099.0,3,0.0
Marina Golbahari,1,7.4,7.4,7559.0,7559.0,1,0.0
Mohamad Haref Harati,1,7.4,7.4,7559.0,7559.0,1,0.0
Zubaida Sahar,1,7.4,7.4,7559.0,7559.0,1,0.0
Jason Kravits,1,6.8,6.8,154.0,154.0,1,0.0
Peter Riegert,1,6.8,6.8,154.0,154.0,1,0.0
Denny Kirkwood,1,6.5,6.5,3562.0,3562.0,2,0.0
Ari Gold,1,6.5,6.5,3562.0,3562.0,2,0.0
Curt Doussett,1,6.0,6.0,651.0,651.0,3,0.0
Big Budah,1,6.0,6.0,651.0,651.0,3,0.0
William Katt,2,7.65,8.0,66639.0,129799.0,3,8.0
Ti West,1,6.1,6.1,45928.0,45928.0,3,0.0
Ricky Jay,1,7.1,7.1,774.0,774.0,1,0.0
David Mamet,1,7.1,7.1,774.0,774.0,1,0.0
Dick Cavett,1,7.1,7.1,774.0,774.0,1,0.0
Takashi Shimura,1,8.7,8.7,229012.0,229012.0,3,0.0
Kamatari Fujiwara,1,8.7,8.7,229012.0,229012.0,3,0.0
Minoru Chiaki,1,8.7,8.7,229012.0,229012.0,3,0.0
Greg Speirs,1,8.4,8.4,3086.0,3086.0,2,0.0
Tommy Sheppard,1,8.4,8.4,3086.0,3086.0,2,0.0
Mickey Hart,1,8.4,8.4,3086.0,3086.0,2,0.0
Nick Cave,1,5.8,5.8,3013.0,3013.0,3,0.0
Tina Louise,1,5.8,5.8,3013.0,3013.0,3,0.0
Jake Sandvig,1,6.2,6.2,1656.0,1656.0,1,0.0
Joe McQueen,1,6.2,6.2,1656.0,1656.0,1,0.0
Cecelia Antoinette,1,5.8,5.8,26185.0,26185.0,3,0.0
Tori Spelling,1,5.7,5.7,1358.0,1358.0,2,0.0
Garrett M. Brown,1,5.7,5.7,1358.0,1358.0,2,0.0
Amber Benson,1,5.7,5.7,1358.0,1358.0,2,0.0
Eddie Spears,1,6.1,6.1,2004.0,2004.0,2,0.0
Ricky Catter,1,6.4,6.4,75669.0,75669.0,3,0.0
Matthew Cowles,1,6.5,6.5,739.0,739.0,1,0.0
Ann Dowd,1,6.5,6.5,739.0,739.0,1,0.0
Max Adler,1,4.6,4.6,2038.0,2038.0,2,0.0
Zhonghua Chen,1,7.7,7.7,2097.0,2097.0,2,0.0
Brian Eno,1,7.3,7.3,1006.0,1006.0,3,0.0
Jacques Brel,1,7.3,7.3,1006.0,1006.0,3,0.0
Damon Albarn,1,7.3,7.3,1006.0,1006.0,3,0.0
Stafford Douglas,1,6.4,6.4,15756.0,15756.0,2,0.0
Chin-Chien Chang,1,5.8,5.8,16.0,16.0,1,0.0
Daston Kalili,1,5.8,5.8,16.0,16.0,1,0.0
Rai Alexandra,1,5.8,5.8,16.0,16.0,1,0.0
Carol Channing,1,7.2,7.2,38.0,38.0,1,0.0
Tony Bennett,1,7.2,7.2,38.0,38.0,1,0.0
Bruce Vilanch,1,7.2,7.2,38.0,38.0,1,0.0
John McGlothlin,1,3.5,3.5,2012.0,2012.0,2,0.0
Al Sapienza,1,3.5,3.5,2012.0,2012.0,2,0.0
Vincent Chimato,1,3.5,3.5,2012.0,2012.0,2,0.0
Mike Beckingham,1,2.2,2.2,292.0,292.0,3,0.0
Tom Stedham,1,2.2,2.2,292.0,292.0,3,0.0
Christopher Denham,2,6.65,6.7,10400.0,15775.0,4,0.0
Christian Alvarez,1,6.9,6.9,197.0,197.0,2,0.0
Claudette Lalí,1,6.9,6.9,197.0,197.0,2,0.0
Vincent De Paul,1,4.0,4.0,60.0,60.0,3,0.0
Terrance Zdunich,1,7.4,7.4,259.0,259.0,2,0.0
Felix Avitia,1,8.3,8.3,30.0,30.0,3,0.0
Mary Kate Wiles,1,8.3,8.3,30.0,30.0,3,0.0
Jennifer Landa,1,8.3,8.3,30.0,30.0,3,0.0
Yassie Hawkes,1,5.7,5.7,62.0,62.0,1,0.0
Carrie Bradstreet,1,5.7,5.7,62.0,62.0,1,0.0
Joel Paul Reisig,1,5.7,5.7,62.0,62.0,1,0.0
Sarah Callan,1,6.8,6.8,40.0,40.0,4,0.0
Elizabeth Streb,1,6.8,6.8,40.0,40.0,4,0.0
Laura Flanders,1,6.8,6.8,40.0,40.0,4,0.0
Mike Stanley,1,5.2,5.2,15.0,15.0,1,0.0
Jeff Delaney,1,5.2,5.2,15.0,15.0,1,0.0
Jamison Stalsworth,1,5.2,5.2,15.0,15.0,1,0.0
Mark Torgl,1,6.2,6.2,19253.0,19253.0,4,0.0
Pat Ryan,1,6.2,6.2,19253.0,19253.0,4,0.0
Matty Rich,1,5.9,5.9,475.0,475.0,2,0.0
George T. Odom,1,5.9,5.9,475.0,475.0,2,0.0
Nicholas Farrell,1,7.7,7.7,19732.0,19732.0,3,0.0
Tim Pigott-Smith,1,7.7,7.7,19732.0,19732.0,3,0.0
Luis Sanchez,1,4.3,4.3,53.0,53.0,1,0.0
Dennis L.A. White,1,4.3,4.3,53.0,53.0,1,0.0
Kate Graham,1,6.2,6.2,5931.0,5931.0,3,0.0
John Karyus,1,6.2,6.2,5931.0,5931.0,3,0.0
Lloyd Kaufman,1,6.2,6.2,5931.0,5931.0,3,0.0
Michael Stahl-David,1,6.8,6.8,64.0,64.0,2,0.0
Cheyenne Jackson,1,6.8,6.8,64.0,64.0,2,0.0
Jennifer Lafleur,2,6.4,6.8,1785.5,3507.0,4,5.0
Dick Powell,1,7.7,7.7,7921.0,7921.0,3,0.0
George Brent,1,7.7,7.7,7921.0,7921.0,3,0.0
Jack Canfield,1,8.2,8.2,78.0,78.0,1,0.0
Bob Proctor,1,8.2,8.2,78.0,78.0,1,0.0
Eric Worre,1,8.2,8.2,78.0,78.0,1,0.0
Chris Eigeman,1,7.5,7.5,7143.0,7143.0,3,0.0
Taylor Nichols,1,7.5,7.5,7143.0,7143.0,3,0.0
Ellia Thompson,1,7.5,7.5,7143.0,7143.0,3,0.0
Frida Hallgren,1,7.6,7.6,13543.0,13543.0,4,0.0
Nils-Anders Vallgårda,1,7.6,7.6,13543.0,13543.0,4,0.0
Jack E. Curenton,1,4.1,4.1,268.0,268.0,4,0.0
Ace Marrero,1,4.1,4.1,268.0,268.0,4,0.0
Amy Hargreaves,1,7.1,7.1,42678.0,42678.0,3,0.0
Eve Plumb,1,7.1,7.1,42678.0,42678.0,3,0.0
Amber Armstrong,1,6.3,6.3,184824.0,184824.0,1,0.0
Ashley Palmer,1,6.3,6.3,184824.0,184824.0,1,0.0
Jeff Ament,1,7.7,7.7,10366.0,10366.0,2,0.0
Jay Adams,1,7.7,7.7,10366.0,10366.0,2,0.0
Tony Alva,1,7.7,7.7,10366.0,10366.0,2,0.0
Terry Jones,1,8.3,8.3,382240.0,382240.0,3,0.0
Alicia Sixtos,1,7.1,7.1,3675.0,3675.0,1,0.0
Emily Rios,1,7.1,7.1,3675.0,3675.0,1,0.0
Tony Doupe,1,4.7,4.7,179.0,179.0,4,0.0
Sue Corcoran,1,4.7,4.7,179.0,179.0,4,0.0
David Frederick White,1,4.7,4.7,179.0,179.0,4,0.0
Jonathan Caouette,1,7.2,7.2,5709.0,5709.0,2,0.0
Greg Ayres,1,7.2,7.2,5709.0,5709.0,2,0.0
Renee Leblanc,1,7.2,7.2,5709.0,5709.0,2,0.0
Chris Cox,1,5.1,5.1,1123.0,1123.0,1,0.0
Bill Farmer,1,5.1,5.1,1123.0,1123.0,1,0.0
Mike Huckabee,1,5.1,5.1,1123.0,1123.0,1,0.0
Paul Elia,1,5.4,5.4,143.0,143.0,2,0.0
Alex Sanborn,1,5.4,5.4,143.0,143.0,2,0.0
Catriona MacColl,1,6.9,6.9,14985.0,14985.0,1,0.0
Al Cliver,1,6.9,6.9,14985.0,14985.0,1,0.0
David Warbeck,1,6.9,6.9,14985.0,14985.0,1,0.0
Brendon Small,1,8.2,8.2,7458.0,7458.0,3,
Melissa Bardin Galsky,1,8.2,8.2,7458.0,7458.0,3,
Ron Lynch,1,8.2,8.2,7458.0,7458.0,3,
Michelle Krusiec,1,6.1,6.1,140740.0,140740.0,2,0.0
Dov Tiefenbach,1,6.1,6.1,4788.0,4788.0,2,0.0
Jeff Seymour,1,6.1,6.1,4788.0,4788.0,2,0.0
Gordon Currie,1,6.1,6.1,4788.0,4788.0,2,0.0
Garry Cooper,1,6.9,6.9,10577.0,10577.0,3,0.0
Roshan Seth,1,6.9,6.9,10577.0,10577.0,3,0.0
Desmond Askew,1,5.8,5.8,191.0,191.0,4,0.0
R. Brandon Johnson,2,5.449999999999999,5.8,1302.0,2413.0,5,1.0
Gabriel Hogan,1,6.0,6.0,369.0,369.0,2,0.0
Erland Josephson,1,8.2,8.2,19964.0,19964.0,1,0.0
Ingrid Thulin,1,8.2,8.2,19964.0,19964.0,1,0.0
Liv Ullmann,2,7.5,8.2,10254.0,19964.0,4,1.0
Walter Long,1,8.0,8.0,10718.0,10718.0,3,0.0
Mae Marsh,1,8.0,8.0,10718.0,10718.0,3,0.0
James Doohan,1,7.0,7.0,4407.0,4407.0,1,0.0
DeForest Kelley,1,7.0,7.0,4407.0,4407.0,1,0.0
Anita Page,1,6.3,6.3,4546.0,4546.0,2,0.0
Charles King,1,6.3,6.3,4546.0,4546.0,2,0.0
Bessie Love,1,6.3,6.3,4546.0,4546.0,2,0.0
Betsy Baker,1,7.6,7.6,141219.0,141219.0,2,0.0
Nora Arnezeder,1,6.1,6.1,27297.0,27297.0,2,0.0
Liane Balaban,1,6.1,6.1,27297.0,27297.0,2,0.0
America Olivo,1,6.1,6.1,27297.0,27297.0,2,0.0
Amos Oz,1,7.2,7.2,186.0,186.0,2,0.0
Andy Cohn,1,7.8,7.8,9037.0,9037.0,2,0.0
Mark Zupan,1,7.8,7.8,9037.0,9037.0,2,0.0
Joe Bishop,1,7.8,7.8,9037.0,9037.0,2,0.0
Larry Poindexter,1,4.7,4.7,6046.0,6046.0,2,0.0
Steve James,1,4.7,4.7,6046.0,6046.0,2,0.0
